sequence,factor,metric,scope,group,unit,weighting,n,bin,lower,upper,fraction
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,201,200.5,201.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,202,201.5,202.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,203,202.5,203.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,204,203.5,204.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,205,204.5,205.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,206,205.5,206.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,207,206.5,207.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,208,207.5,208.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,209,208.5,209.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,210,209.5,210.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,211,210.5,211.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,212,211.5,212.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,213,212.5,213.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,214,213.5,214.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,215,214.5,215.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,216,215.5,216.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,217,216.5,217.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,218,217.5,218.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,219,218.5,219.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,220,219.5,220.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,221,220.5,221.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,222,221.5,222.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,223,222.5,223.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,224,223.5,224.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,225,224.5,225.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,226,225.5,226.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,227,226.5,227.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,228,227.5,228.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,229,228.5,229.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,230,229.5,230.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,231,230.5,231.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,232,231.5,232.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,233,232.5,233.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,234,233.5,234.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,235,234.5,235.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,236,235.5,236.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,237,236.5,237.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,238,237.5,238.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,239,238.5,239.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,240,239.5,240.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,241,240.5,241.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,242,241.5,242.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,243,242.5,243.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,244,243.5,244.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,245,244.5,245.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,246,245.5,246.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,247,246.5,247.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,248,247.5,248.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,249,248.5,249.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,250,249.5,250.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,251,250.5,251.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,252,251.5,252.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,253,252.5,253.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,254,253.5,254.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,255,254.5,255.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,256,255.5,256.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,257,256.5,257.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,258,257.5,258.5,0.0
150,D01,normal_semantic,all_frames,all,point,frame_equal,42036938,259,258.5,259.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,0,-0.5,0.5,0.28881549672961976
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,1,0.5,1.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,2,1.5,2.5,9.469483118971673e-05
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,3,2.5,3.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,4,3.5,4.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,5,4.5,5.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,6,5.5,6.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,7,6.5,7.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,8,7.5,8.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,9,8.5,9.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,10,9.5,10.5,0.00251721122538038
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,11,10.5,11.5,1.4564531913959647e-05
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,12,11.5,12.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,13,12.5,13.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,14,13.5,14.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,15,14.5,15.5,1.3532666122146014e-07
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,16,15.5,16.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,17,16.5,17.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,18,17.5,18.5,9.033054636532464e-06
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,19,18.5,19.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,20,19.5,20.5,5.0053948819287566e-05
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,21,20.5,21.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,22,21.5,22.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,23,22.5,23.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,24,23.5,24.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,25,24.5,25.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,26,25.5,26.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,27,26.5,27.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,28,27.5,28.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,29,28.5,29.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,30,29.5,30.5,2.5373748979023774e-07
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,31,30.5,31.5,1.6915832652682518e-08
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,32,31.5,32.5,2.5712065632077427e-06
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,33,32.5,33.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,34,33.5,34.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,35,34.5,35.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,36,35.5,36.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,37,36.5,37.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,38,37.5,38.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,39,38.5,39.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,40,39.5,40.5,0.689926088806599
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,41,40.5,41.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,42,41.5,42.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,43,42.5,43.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,44,43.5,44.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,45,44.5,45.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,46,45.5,46.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,47,46.5,47.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,48,47.5,48.5,9.81118293855586e-07
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,49,48.5,49.5,8.796232979394909e-07
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,50,49.5,50.5,0.004287470028316258
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,51,50.5,51.5,0.0033668596678593176
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,52,51.5,52.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,53,52.5,53.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,54,53.5,54.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,55,54.5,55.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,56,55.5,56.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,57,56.5,57.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,58,57.5,58.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,59,58.5,59.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,60,59.5,60.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,61,60.5,61.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,62,61.5,62.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,63,62.5,63.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,64,63.5,64.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,65,64.5,65.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,66,65.5,66.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,67,66.5,67.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,68,67.5,68.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,69,68.5,69.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,70,69.5,70.5,0.01089832967147846
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,71,70.5,71.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,72,71.5,72.5,2.1144790815853147e-06
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,73,72.5,73.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,74,73.5,74.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,75,74.5,75.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,76,75.5,76.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,77,76.5,77.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,78,77.5,78.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,79,78.5,79.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,80,79.5,80.5,1.3245096967050411e-05
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,81,80.5,81.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,82,81.5,82.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,83,82.5,83.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,84,83.5,84.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,85,84.5,85.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,86,85.5,86.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,87,86.5,87.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,88,87.5,88.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,89,88.5,89.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,90,89.5,90.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,91,90.5,91.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,92,91.5,92.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,93,92.5,93.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,94,93.5,94.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,95,94.5,95.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,96,95.5,96.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,97,96.5,97.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,98,97.5,98.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,99,98.5,99.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,100,99.5,100.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,101,100.5,101.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,102,101.5,102.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,103,102.5,103.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,104,103.5,104.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,105,104.5,105.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,106,105.5,106.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,107,106.5,107.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,108,107.5,108.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,109,108.5,109.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,110,109.5,110.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,111,110.5,111.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,112,111.5,112.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,113,112.5,113.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,114,113.5,114.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,115,114.5,115.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,116,115.5,116.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,117,116.5,117.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,118,117.5,118.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,119,118.5,119.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,120,119.5,120.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,121,120.5,121.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,122,121.5,122.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,123,122.5,123.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,124,123.5,124.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,125,124.5,125.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,126,125.5,126.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,127,126.5,127.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,128,127.5,128.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,129,128.5,129.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,130,129.5,130.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,131,130.5,131.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,132,131.5,132.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,133,132.5,133.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,134,133.5,134.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,135,134.5,135.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,136,135.5,136.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,137,136.5,137.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,138,137.5,138.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,139,138.5,139.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,140,139.5,140.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,141,140.5,141.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,142,141.5,142.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,143,142.5,143.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,144,143.5,144.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,145,144.5,145.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,146,145.5,146.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,147,146.5,147.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,148,147.5,148.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,149,148.5,149.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,150,149.5,150.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,151,150.5,151.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,152,151.5,152.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,153,152.5,153.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,154,153.5,154.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,155,154.5,155.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,156,155.5,156.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,157,156.5,157.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,158,157.5,158.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,159,158.5,159.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,160,159.5,160.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,161,160.5,161.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,162,161.5,162.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,163,162.5,163.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,164,163.5,164.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,165,164.5,165.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,166,165.5,166.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,167,166.5,167.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,168,167.5,168.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,169,168.5,169.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,170,169.5,170.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,171,170.5,171.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,172,171.5,172.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,173,172.5,173.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,174,173.5,174.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,175,174.5,175.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,176,175.5,176.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,177,176.5,177.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,178,177.5,178.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,179,178.5,179.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,180,179.5,180.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,181,180.5,181.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,182,181.5,182.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,183,182.5,183.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,184,183.5,184.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,185,184.5,185.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,186,185.5,186.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,187,186.5,187.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,188,187.5,188.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,189,188.5,189.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,190,189.5,190.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,191,190.5,191.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,192,191.5,192.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,193,192.5,193.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,194,193.5,194.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,195,194.5,195.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,196,195.5,196.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,197,196.5,197.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,198,197.5,198.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,199,198.5,199.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,200,199.5,200.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,201,200.5,201.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,202,201.5,202.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,203,202.5,203.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,204,203.5,204.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,205,204.5,205.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,206,205.5,206.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,207,206.5,207.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,208,207.5,208.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,209,208.5,209.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,210,209.5,210.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,211,210.5,211.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,212,211.5,212.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,213,212.5,213.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,214,213.5,214.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,215,214.5,215.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,216,215.5,216.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,217,216.5,217.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,218,217.5,218.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,219,218.5,219.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,220,219.5,220.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,221,220.5,221.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,222,221.5,222.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,223,222.5,223.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,224,223.5,224.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,225,224.5,225.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,226,225.5,226.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,227,226.5,227.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,228,227.5,228.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,229,228.5,229.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,230,229.5,230.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,231,230.5,231.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,232,231.5,232.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,233,232.5,233.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,234,233.5,234.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,235,234.5,235.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,236,235.5,236.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,237,236.5,237.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,238,237.5,238.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,239,238.5,239.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,240,239.5,240.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,241,240.5,241.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,242,241.5,242.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,243,242.5,243.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,244,243.5,244.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,245,244.5,245.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,246,245.5,246.5,0.0
150,D01,raw_semantic,all_frames,all,point,observation_equal,59116215,247,246.5,247.5,0.0
