structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_min_m,range_median_m,range_max_m,range_2p5_50m_median_m,centroid_world_x_m,centroid_world_y_m,centroid_world_z_m,azimuth_lidar_deg,elevation_lidar_deg,azimuth_world_deg,elevation_world_deg,previous_observed_frame,gap_frames,centroid_displacement_m,nn_world_median_m,nn_world_p95_m
206:15:7,15,7,90,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,91,3,3,30.26330948,30.37305069,30.39730644,30.37305069,20.81976515,30.33218426,-1.63939297,114.37964913,-4.04258845,80.20426515,-4.48483703,89,2,0.41231977,0.41876037,0.49311205
206:15:7,15,7,92,8,8,30.43460846,30.70782852,30.76379967,30.70782852,20.41102669,30.60333959,-1.65470889,116.59289552,-4.56854703,81.39850962,-4.48593572,91,1,0.49074119,0.53625591,0.68931708
206:15:7,15,7,93,2,2,30.50480461,30.53180313,30.55879974,30.53180313,20.7624939,30.28706098,-1.62170068,117.25699923,-4.61602616,81.03092183,-4.49902777,92,1,0.47397353,0.52451444,0.67825566
206:15:7,15,7,94,2,2,30.97104836,31.24442482,31.51780128,31.24442482,19.97617593,30.99855069,-1.68530545,120.2404282,-4.43968939,83.05327572,-4.5345494,93,1,1.06233664,1.007018,1.43388684
206:15:7,15,7,95,4,4,30.70980263,30.74992561,30.81280136,30.74992561,20.75750063,30.25350557,-1.7626198,119.88804229,-4.5267153,81.79851965,-4.75472594,94,1,1.0823761,0.99380234,1.38603309
206:15:7,15,7,96,7,7,30.88380241,31.13830757,31.25704765,31.13830757,20.60911756,30.46518885,-1.74045556,121.44328367,-4.4139531,82.53520981,-4.64139787,95,1,0.25945827,0.31815585,0.5905129
206:15:7,15,7,97,10,10,31.07579803,31.22018051,32.00780106,31.22018051,20.46604078,30.55725364,-1.6843619,122.95615262,-4.33903001,83.18488648,-4.5226031,96,1,0.17914628,0.26993232,0.75690981
206:15:7,15,7,98,7,7,31.21304893,31.28155327,31.63630486,31.28155327,20.68065878,30.45128202,-1.65192191,123.85650774,-3.72329523,83.15714125,-4.45160532,97,1,0.24154342,0.19581055,0.65187218
206:15:7,15,7,99,9,9,31.59355545,31.65999985,32.23974991,31.65999985,20.14679206,30.79499136,-1.79480433,126.18903713,-3.26678623,84.59565432,-4.65975667,98,1,0.65081885,0.36971516,0.80087253
206:15:7,15,7,100,5,5,31.59599876,31.71699715,31.78727531,31.71699715,20.44962161,30.55428367,-1.68743941,126.78062028,-2.5234366,84.42322843,-4.4540238,99,1,0.40146377,0.14595914,1.06178316
206:15:7,15,7,101,1,1,31.98127556,31.98127556,31.98127556,31.98127556,20.42411245,30.64845148,-1.66456218,127.9717641,-2.52028862,84.86878719,-4.34012503,100,1,0.10020809,0.22083627,0.31763628
206:15:7,15,7,102,1,1,31.91627693,31.91627693,31.91627693,31.91627693,20.81251634,30.36190935,-1.52101754,128.3233227,-2.52014677,84.50175984,-4.09833796,101,1,0.50355639,0.50355639,0.50355639
206:15:7,15,7,103,5,5,32.31127548,32.3675499,32.40555573,32.3675499,20.31810989,30.63523062,-1.70054306,130.23465071,-3.22912812,85.79862828,-4.39408934,102,1,0.59276611,0.62526883,0.77318057
206:15:7,15,7,104,5,5,32.13404846,32.50430679,33.16030884,32.50430679,20.23920436,30.65043942,-1.89790865,131.21530945,-3.92720298,86.32329045,-4.7471059,103,1,0.21309755,0.23843227,0.83450859
206:15:7,15,7,105,2,2,32.40555191,32.41929626,32.43304443,32.41929626,20.72514952,30.26307397,-1.74395245,131.13583496,-3.92075259,85.82325886,-4.4795862,104,1,0.64023215,0.54439802,1.39634018
206:15:7,15,7,106,2,2,32.50279999,32.56642532,32.63005066,32.56642532,20.87763225,30.15112114,-1.95277242,131.48435532,-4.44035137,85.92084688,-4.84419304,105,1,0.28176266,0.2689221,0.3434209
206:15:7,15,7,107,3,3,32.70780182,32.83904648,32.92230606,32.83904648,20.85227513,30.21340946,-1.82987685,132.19184432,-4.27390244,86.37729238,-4.61776329,106,1,0.14009332,0.04407933,0.21692395
206:15:7,15,7,108,4,4,33.38504791,33.43580627,33.44704819,33.43580627,20.26870436,30.6469027,-1.7505789,133.77069923,-4.10259422,87.81357644,-4.4123367,107,1,0.73127245,0.68500699,0.78760694
206:15:7,15,7,109,6,6,33.3947525,33.54917526,33.58504868,33.54917526,20.37970614,30.53508567,-1.59123451,134.06963535,-3.87191849,88.00562191,-4.14670725,108,1,0.22408722,0.14166436,0.45629617
206:15:7,15,7,110,3,3,33.75230789,33.76530838,33.7770462,33.76530838,20.39724273,30.53401755,-1.67614841,134.53631554,-4.05004036,88.3559715,-4.26577935,109,1,0.08671242,0.11524114,0.3743441
206:15:7,15,7,111,9,9,33.59880066,33.97055054,34.0815506,33.97055054,20.47973117,30.47621146,-1.52664297,134.93502864,-3.85494191,88.59113274,-4.00832173,110,1,0.18027136,0.26766283,0.50514961
206:15:7,15,7,112,11,11,33.92030716,34.18930817,34.37279892,34.18930817,20.52001867,30.48754156,-1.50460356,135.39485417,-3.83733669,88.89925476,-3.94483783,111,1,0.04729893,0.11174065,0.29390326
206:15:7,15,7,113,6,6,34.29004669,34.34014893,34.48530579,34.34014893,20.56382951,30.45411851,-1.48999968,135.82760615,-3.87300547,89.20407345,-3.90799096,112,1,0.0570067,0.13720078,0.27369655
206:15:7,15,7,114,5,5,34.43404388,34.6705513,34.70030594,34.6705513,20.61929945,30.42300668,-1.63496503,136.1996059,-4.1360398,89.48238925,-4.11004256,113,1,0.15830291,0.11698859,0.21977778
206:15:7,15,7,115,2,2,35.46130371,35.61152649,35.76174927,35.61152649,19.60095454,31.21268462,-1.25127964,138.35756721,-3.59048119,91.47949911,-3.39664351,114,1,1.34455646,1.1578639,1.36268176
206:15:7,15,7,116,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,117,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,118,1,1,35.76755142,35.76755142,35.76755142,35.76755142,20.29835467,30.60006604,-1.52357082,138.8840899,-3.58723506,91.47650708,-3.84405524,115,3,0.96737322,0.98117619,1.19539349
206:15:7,15,7,119,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,120,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,121,2,2,36.61630249,36.66004944,36.7038002,36.66004944,20.29667145,30.64496209,-1.78123753,140.63688714,-4.28890498,92.52847493,-4.17252338,118,3,0.26155425,0.26242437,0.46117838
206:15:7,15,7,122,5,5,36.58504486,36.66074753,36.95830536,36.66074753,20.56921599,30.43042488,-1.4566911,140.77720971,-3.79871965,92.46550817,-3.65021184,121,1,0.47501277,0.46997588,0.6013848
206:15:7,15,7,123,4,4,36.81679916,36.97389603,37.07530212,36.97389603,20.69230877,30.39329249,-1.56494792,141.16141461,-4.02031718,92.61852274,-3.80716584,122,1,0.16807792,0.21452975,0.37199582
206:15:7,15,7,124,10,10,37.0590477,37.39029694,38.24155045,37.39029694,20.45178569,30.62995385,-1.49723659,142.11831083,-3.86494362,93.31629927,-3.68394281,123,1,0.34415807,0.22107243,1.27451755
206:15:7,15,7,125,6,6,37.59254837,37.70602417,37.74504471,37.70602417,20.49679005,30.55206176,-1.39514556,142.62916735,-3.82064727,93.60601428,-3.51093901,124,1,0.13607038,0.28311172,1.13791548
206:15:7,15,7,126,7,7,37.83255005,38.03479767,38.19960403,38.03479767,20.41572231,30.5573999,-1.68136815,143.24215152,-4.33175582,94.06424696,-3.91428143,125,1,0.29752957,0.14282115,0.27549158
206:15:7,15,7,127,3,3,38.35479736,38.39404297,38.4210434,38.39404297,20.26964333,30.6073012,-1.71864711,143.90282588,-4.39114334,94.5717992,-3.94877023,126,1,0.15880469,0.20171822,0.4597441
206:15:7,15,7,128,1,1,38.69604492,38.69604492,38.69604492,38.69604492,20.19860877,30.61772147,-1.61135568,144.48161152,-4.2717431,94.99639188,-3.75622605,127,1,0.12909663,0.15771576,0.29061285
206:15:7,15,7,129,3,3,38.87454605,39.01279449,39.0140419,39.01279449,20.39500557,30.60759859,-1.53275165,144.61537225,-4.16626675,95.01427635,-3.62767747,128,1,0.21178473,0.2395242,0.65382962
206:15:7,15,7,130,4,4,38.79460144,38.95691681,40.4815979,38.95691681,20.60997065,30.63034685,-1.88292517,144.68003604,-4.71490294,94.97283754,-4.12424944,129,1,0.41152031,0.75914758,1.13762833
206:15:7,15,7,131,3,3,39.0306015,39.20304108,40.76860428,39.20304108,20.45843666,30.68811282,-1.90419637,145.32195141,-4.74254746,95.48646023,-4.13213526,130,1,0.16356014,0.13902772,0.33296873
206:15:7,15,7,132,4,4,39.29460144,39.75554657,41.06760025,39.75554657,20.40169999,30.70095987,-1.79185346,145.81503465,-4.62548498,95.8417466,-3.92015417,131,1,0.12651096,0.07215179,0.55593543
206:15:7,15,7,133,2,2,39.80079651,39.91255188,40.02430344,39.91255188,20.65323426,30.38882959,-1.49459795,145.9102831,-4.29255893,95.80713062,-3.52101043,132,1,0.49905474,0.51122749,1.48265591
206:15:7,15,7,134,2,2,40.13179398,40.15279388,40.17379379,40.15279388,20.82152752,30.31971578,-1.73801809,146.08463401,-4.6337566,95.85897849,-3.86165936,133,1,0.30389588,0.28566637,0.50116712
206:15:7,15,7,135,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,136,5,5,40.70560074,40.74779892,41.19579697,40.74779892,20.69663044,30.42884611,-1.62108186,147.03513565,-4.56635682,96.57201919,-3.64311842,134,2,0.20293543,0.17922815,0.64119726
206:15:7,15,7,137,2,2,40.99579239,41.1947937,41.39379501,41.1947937,20.45424413,30.44218933,-1.55164172,147.66841126,-4.63524485,97.17555572,-3.50793844,136,1,0.2524898,0.30915554,0.41680726
206:15:7,15,7,138,1,1,41.3707962,41.3707962,41.3707962,41.3707962,20.67889792,30.33866924,-1.51747637,147.66670416,-4.63539114,97.14398569,-3.46050026,137,1,0.24970584,0.32665201,0.54474709
206:15:7,15,7,139,1,1,41.76004028,41.76004028,41.76004028,41.76004028,20.59696454,30.45250707,-1.23171958,147.99737288,-4.27601762,97.47670894,-3.03669672,138,1,0.31832227,0.31832227,0.31832227
206:15:7,15,7,140,4,4,41.8716011,41.91179657,42.10303879,41.91179657,20.73833263,30.3404498,-1.58427444,148.0999093,-4.63067536,97.58053491,-3.51252851,139,1,0.39602613,0.41381925,0.63127499
206:15:7,15,7,141,3,3,42.1595993,42.22379303,42.36729813,42.22379303,20.70858094,30.34511124,-1.59502982,148.36952002,-4.52235988,97.86683178,-3.51036881,140,1,0.03197765,0.15556673,0.19106859
206:15:7,15,7,142,1,1,42.67829895,42.67829895,42.67829895,42.67829895,20.60713778,30.49203807,-1.2126528,148.72412989,-3.95727938,98.22437185,-2.95443409,141,1,0.42200757,0.50791475,0.73763694
206:15:7,15,7,143,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,144,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,145,1,1,43.69579315,43.69579315,43.69579315,43.69579315,20.30953654,30.55963548,-1.86092113,149.77598868,-4.63829725,99.27763455,-3.73851657,142,3,0.71651081,0.71651081,0.71651081
206:15:7,15,7,146,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,147,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,148,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,149,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,150,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,151,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,152,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,153,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,154,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,155,1,1,46.5147438,46.5147438,46.5147438,46.5147438,20.66265924,30.5706022,-1.15133393,151.8952614,-3.2518478,100.81954077,-2.67036562,145,10,0.79267263,0.79267263,0.79267263
206:15:7,15,7,156,2,2,46.3550415,46.61304092,46.87104034,46.61304092,20.65332477,30.34476371,-1.77883853,152.2182446,-4.28171832,101.05780363,-3.43547795,155,1,0.66697239,0.76846613,0.81090108
206:15:7,15,7,157,1,1,46.84679031,46.84679031,46.84679031,46.84679031,20.61018989,30.26691439,-1.96255886,152.58838281,-4.64177482,101.29939255,-3.65447487,156,1,0.20414283,0.43541327,0.43617571
206:15:7,15,7,158,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,159,1,1,47.6810379,47.6810379,47.6810379,47.6810379,20.29366446,30.53133514,-1.78594752,153.62258193,-4.28272129,101.92800959,-3.37900827,157,2,0.44866275,0.44866275,0.44866275
206:15:7,15,7,160,1,1,47.82954788,47.82954788,47.82954788,47.82954788,20.69722397,30.51883008,-1.16777477,153.64954963,-3.60306356,101.60173288,-2.62823426,159,1,0.73834559,0.73834559,0.73834559
206:15:7,15,7,161,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,162,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,163,1,1,48.43479156,48.43479156,48.43479156,48.43479156,20.61625961,30.30650136,-1.68057279,155.40083297,-4.64335557,102.14934522,-3.21610283,160,3,0.56089261,0.56089261,0.56089261
206:15:7,15,7,164,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,165,1,1,49.1810379,49.1810379,49.1810379,49.1810379,20.41061564,30.55681058,-1.748221,156.78669173,-4.28416312,102.53253832,-3.26815473,163,2,0.33093871,0.33093871,0.33093871
206:15:7,15,7,166,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,167,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,168,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,169,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,170,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,171,1,0,50.21603775,50.21603775,50.21603775,,20.74045386,30.34098913,-1.58448515,160.65390726,-4.2851078,102.7161367,-2.98245044,165,6,0.42682735,0.42682735,0.42682735
206:15:7,15,7,172,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,173,1,0,50.56379318,50.56379318,50.56379318,,20.83331882,30.25362312,-1.88407043,162.0804581,-4.64531964,102.75347483,-3.33819263,171,2,0.32558879,0.32558879,0.32558879
206:15:7,15,7,174,2,0,51.33179092,51.50128937,51.67079163,,20.14523926,30.84663204,-1.94258665,163.31148026,-4.64615483,103.42416295,-3.33799064,173,1,0.91024019,0.91073219,1.11721148
206:15:7,15,7,175,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,176,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,177,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,178,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,179,1,0,51.80759811,51.80759811,51.80759811,,20.86084067,30.33138486,-1.73279097,165.59264013,-4.98630048,103.09210136,-3.08134945,174,5,0.90641009,0.90753873,1.11174717
206:15:7,15,7,180,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,181,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,182,2,0,52.32478714,52.34869385,52.37259674,,20.79202524,30.35707427,-1.75982228,167.00058555,-4.81687522,103.26643312,-3.08821107,179,3,0.07827005,0.17333938,0.1983278
206:15:7,15,7,183,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,184,1,0,52.97278976,52.97278976,52.97278976,,20.34388221,30.57405048,-1.71022013,168.05695681,-4.6473519,103.74389223,-2.96247963,182,2,0.50037109,0.52442888,0.52988929
206:15:7,15,7,185,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,186,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,187,1,0,53.09959793,53.09959793,53.09959793,,20.69737346,30.33034478,-1.49564367,168.40512969,-4.98736391,103.47744517,-2.79279359,184,3,0.47999124,0.47999124,0.47999124
206:15:7,15,7,188,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,189,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,190,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,191,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,192,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,193,1,0,54.33108521,54.33108521,54.33108521,,20.33617066,30.5806458,-1.77033046,169.44307456,-5.67816818,103.93023982,-3.01493485,187,6,0.51823826,0.51823826,0.51823826
206:15:7,15,7,194,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,195,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,196,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,197,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,198,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,199,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,200,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,201,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,202,1,0,55.27659988,55.27659988,55.27659988,,20.40237379,30.26402857,-1.56208067,168.75667568,-4.98904292,104.23853201,-2.73215118,193,9,0.38470417,0.38470417,0.38470417
206:15:7,15,7,203,1,0,55.40659714,55.40659714,55.40659714,,20.47923676,30.26206324,-1.58028893,168.40511379,-4.98913889,104.18743586,-2.71233958,202,1,0.07901468,0.07901468,0.07901468
206:15:7,15,7,204,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,205,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,206,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,207,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,208,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,209,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,210,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,211,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,212,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,213,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,214,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,215,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,216,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,217,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,218,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,219,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,220,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,221,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,222,1,0,59.34129715,59.34129715,59.34129715,,20.40215838,30.25158405,-1.57509648,161.73209949,-3.97208332,105.38551242,-2.58180122,203,19,0.07796057,0.07796057,0.07796057
206:15:7,15,7,223,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,224,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,225,1,0,60.16129684,60.16129684,60.16129684,,20.53739035,30.28502193,-1.57369167,160.67741735,-3.97260004,105.5349554,-2.53393331,222,3,0.13931169,0.13931169,0.13931169
206:15:7,15,7,226,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,227,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,228,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,229,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,230,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,231,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,232,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,233,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,234,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,235,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,236,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,237,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,238,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,239,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,240,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,241,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,242,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,243,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,244,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,245,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,246,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,247,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,248,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,249,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,250,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,251,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,252,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,253,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,254,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,255,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,256,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,257,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,258,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,259,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,260,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,261,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,262,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,263,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,264,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,265,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,266,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,267,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,268,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,269,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,270,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,271,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,272,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,273,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,274,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,275,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,276,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,277,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,278,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,279,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,280,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,281,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,282,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,283,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,284,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,285,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,286,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,287,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,288,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,289,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,290,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,291,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,292,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,293,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,294,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,295,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,296,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,297,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,298,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,299,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,300,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,301,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,302,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,303,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,304,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,305,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,306,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,307,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,308,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,309,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,310,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,311,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,312,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,313,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,314,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,315,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,316,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,317,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,318,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,319,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,320,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,321,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,322,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,323,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,324,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,325,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,326,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,327,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,328,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,329,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,330,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,331,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,332,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,333,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,334,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,335,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,336,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,337,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,338,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,339,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,340,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,341,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,342,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,343,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,344,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,345,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,346,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,347,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,348,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,349,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,350,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,351,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,352,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,353,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,354,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,355,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,356,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,357,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,358,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,359,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,360,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,361,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,362,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,363,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,364,0,0,,,,,,,,,,,,,,,,
206:15:7,15,7,365,0,0,,,,,,,,,,,,,,,,
