structure_id,semantic,instance_id,frame,returns_all,returns_2p5_50m,range_all_m_min,range_all_m_median,range_all_m_max,range_valid_m_min,range_valid_m_median,range_valid_m_max,intensity_valid_min,intensity_valid_median,intensity_valid_max,azimuth_deg,observed_centroid_world_x_m,observed_centroid_world_y_m,observed_centroid_world_z_m,previous_observed_frame,gap_frames,nn_world_median_m,nn_world_p95_m
206:254:12,254,12,296,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,297,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,298,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,299,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,300,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,301,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,302,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,303,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,304,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,305,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,306,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,307,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,308,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,309,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,310,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,311,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,312,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,313,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,314,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,315,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,316,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,317,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,318,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,319,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,320,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,321,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,322,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,323,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,324,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,325,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,326,23,23,19.25885772705078,19.504322052001953,19.672569274902344,19.25885772705078,19.504322052001953,19.672569274902344,0.024000000208616257,0.32171428203582764,0.42342856526374817,-78.4521564213211,42.27342473050192,-62.37844853470432,-0.6132914774601003,202,124,14.337928754876458,14.405839680309592
206:254:12,254,12,327,39,39,19.54185676574707,19.642520904541016,19.812063217163086,19.54185676574707,19.642520904541016,19.812063217163086,0.05485714226961136,0.2791428565979004,0.5348571538925171,-79.14924174203067,42.07267807522039,-62.4469648403528,-0.631575199862405,326,1,0.18126469250354554,0.303057448446083
206:254:12,254,12,328,35,35,19.635013580322266,19.69552230834961,19.956567764282227,19.635013580322266,19.69552230834961,19.956567764282227,0.012285714037716389,0.2871428430080414,0.5465714335441589,-79.61777095596868,41.97494612741379,-62.526490962098784,-0.5831584270265929,327,1,0.12150183661666167,0.20628489747780726
206:254:12,254,12,329,39,39,19.651105880737305,19.795766830444336,20.11756706237793,19.651105880737305,19.795766830444336,20.11756706237793,0.008857143111526966,0.24742856621742249,0.5059999823570251,-80.00414396702024,41.89940662540847,-62.60874842452877,-0.5986521570429454,328,1,0.12517734018678678,0.1917664188455734
206:254:12,254,12,330,40,40,19.64985466003418,19.90428924560547,20.19910430908203,19.64985466003418,19.90428924560547,20.19910430908203,0.01342857163399458,0.18928571045398712,0.5065714120864868,-80.44710750458702,41.8112085089367,-62.6992596471276,-0.6263918413482983,329,1,0.13557955010065958,0.2054190873968554
206:254:12,254,12,331,38,38,19.744104385375977,20.04931640625,20.250320434570312,19.744104385375977,20.04931640625,20.250320434570312,0.021142857149243355,0.2791428565979004,0.5371428728103638,-80.89845654666104,41.68871561043017,-62.81632479937074,-0.6192332741043735,330,1,0.16515805242261336,0.22380920758540185
206:254:12,254,12,332,41,41,20.05210304260254,20.171010971069336,20.32081413269043,20.05210304260254,20.171010971069336,20.32081413269043,0.017142856493592262,0.2808571457862854,0.490285724401474,-81.34001419677398,41.587965569928535,-62.91733503474372,-0.6832637529506865,331,1,0.13569535845834596,0.27679675915408974
206:254:12,254,12,333,43,43,20.177520751953125,20.242618560791016,20.563852310180664,20.177520751953125,20.242618560791016,20.563852310180664,0.015428571030497551,0.2574285566806793,0.4951428472995758,-81.8484988935526,41.47315742898537,-63.00082473242351,-0.742141611369732,332,1,0.12043295509708969,0.31275257594588046
206:254:12,254,12,334,38,38,20.196853637695312,20.311649322509766,20.656103134155273,20.196853637695312,20.311649322509766,20.656103134155273,0.02142857201397419,0.23257142305374146,0.4928571283817291,-82.34255368185259,41.411546030963535,-63.03205715660558,-0.736286129573862,333,1,0.12026184744042054,0.19851781478331723
206:254:12,254,12,335,37,37,20.211101531982422,20.465011596679688,20.818103790283203,20.211101531982422,20.465011596679688,20.818103790283203,0.004000000189989805,0.2785714268684387,0.5042856931686401,-82.92412426991149,41.26098186089508,-63.14289219208734,-0.7476632815213612,334,1,0.14980565218997366,0.2015583773560266
206:254:12,254,12,336,38,38,20.259103775024414,20.587787628173828,20.79310417175293,20.259103775024414,20.587787628173828,20.79310417175293,0.009999999776482582,0.27142858505249023,0.47371429204940796,-83.46249347387747,41.1700851953543,-63.215136244352664,-0.7521062789724939,335,1,0.14289401392470746,0.20558700383212059
206:254:12,254,12,337,40,40,20.54310417175293,20.73131561279297,20.828813552856445,20.54310417175293,20.73131561279297,20.828813552856445,0.02971428632736206,0.22057142853736877,0.486857146024704,-84.11342520191502,41.03286943778109,-63.29625933257853,-0.7314308675109434,336,1,0.1313117526104195,0.24411038244670924
206:254:12,254,12,338,38,38,20.77610206604004,20.841190338134766,21.112319946289062,20.77610206604004,20.841190338134766,21.112319946289062,0.00685714278370142,0.26099997758865356,0.47542858123779297,-84.65380080985476,40.93814827654415,-63.40861351112646,-0.7473131349006983,337,1,0.1297203562251723,0.27798005216874405
206:254:12,254,12,339,35,35,20.798362731933594,20.927566528320312,21.177364349365234,20.798362731933594,20.927566528320312,21.177364349365234,0.015714285895228386,0.24714285135269165,0.4748571515083313,-85.17118322861171,40.86511547865957,-63.48654597131147,-0.7168471365492284,338,1,0.12637760756666896,0.2188577143930059
206:254:12,254,12,340,37,37,20.79310417175293,21.0515193939209,21.425100326538086,20.79310417175293,21.0515193939209,21.425100326538086,0.0071428571827709675,0.245142862200737,0.4734285771846771,-85.67815946263748,40.79289628501727,-63.58957106577628,-0.7593377517594412,339,1,0.1485467331147972,0.20566057059745418
206:254:12,254,12,341,37,37,20.901103973388672,21.22001075744629,21.401565551757812,20.901103973388672,21.22001075744629,21.401565551757812,0.012571428902447224,0.23399999737739563,0.45657142996788025,-86.22952665952569,40.661731516033356,-63.69913634576221,-0.7507346440674378,340,1,0.1500419959128956,0.2243328103136514
206:254:12,254,12,342,39,39,21.22010040283203,21.355010986328125,21.490318298339844,21.22010040283203,21.355010986328125,21.490318298339844,0.012000000104308128,0.2565714418888092,0.4551428556442261,-86.85605827001064,40.54014538083911,-63.78905004457141,-0.7914596980695299,341,1,0.13330824267641164,0.26182802211713757
206:254:12,254,12,343,34,34,21.406518936157227,21.45218849182129,21.641813278198242,21.406518936157227,21.45218849182129,21.641813278198242,0.022857142612338066,0.293571412563324,0.45085713267326355,-87.3864421777583,40.472088146472686,-63.87507642526217,-0.7473571658028904,342,1,0.11028545653481667,0.20750338115811887
206:254:12,254,12,344,35,35,21.46731948852539,21.560319900512695,21.957101821899414,21.46731948852539,21.560319900512695,21.957101821899414,0.01971428655087948,0.25285714864730835,0.4448571503162384,-87.97456782138225,40.3767565761165,-63.94120185163247,-0.8274094197386116,343,1,0.11942736409261424,0.26014787400632877
206:254:12,254,12,345,33,33,21.446102142333984,21.717008590698242,22.04010009765625,21.446102142333984,21.717008590698242,22.04010009765625,0.015714285895228386,0.24571429193019867,0.45314285159111023,-88.51254485690103,40.277587659410834,-64.0573482748054,-0.7848577937860122,344,1,0.14663540205957323,0.20421141386000458
206:254:12,254,12,346,32,32,21.644102096557617,21.870925903320312,22.149099349975586,21.644102096557617,21.870925903320312,22.149099349975586,0.03942857310175896,0.2280000001192093,0.45342856645584106,-89.1151037242357,40.165476873838706,-64.1531869402744,-0.8065067305081641,345,1,0.1525139352771749,0.2087998619517809
206:254:12,254,12,347,36,36,21.846101760864258,22.043441772460938,22.20731544494629,21.846101760864258,22.043441772460938,22.20731544494629,0.011714286170899868,0.25528571009635925,0.4528571367263794,-89.6527583571075,40.03890904730713,-64.26930140875564,-0.810497682399185,346,1,0.1516594591858228,0.31977580579007003
206:254:12,254,12,348,33,33,22.099008560180664,22.173810958862305,22.360809326171875,22.099008560180664,22.173810958862305,22.360809326171875,0.012285714037716389,0.2288571447134018,0.4628571569919586,-90.10962613432247,39.96750031618486,-64.39369163524216,-0.8329134573517639,347,1,0.13490066868220119,0.24177693433020966
206:254:12,254,12,349,28,28,22.138099670410156,22.269533157348633,22.60610008239746,22.138099670410156,22.269533157348633,22.60610008239746,0.01914285682141781,0.25628572702407837,0.43057143688201904,-90.65860323624726,39.8879682818936,-64.47027448125179,-0.8694937852969462,348,1,0.11784695925067559,0.24835196989128067
206:254:12,254,12,350,35,35,22.159101486206055,22.426565170288086,22.80510139465332,22.159101486206055,22.426565170288086,22.80510139465332,0.01600000075995922,0.1794285774230957,0.4554285705089569,-91.11832315571793,39.7868221057659,-64.60476201293018,-0.8995615509376902,349,1,0.14649791159753167,0.25259330066990476
206:254:12,254,12,351,28,28,22.297101974487305,22.602439880371094,22.79936408996582,22.297101974487305,22.602439880371094,22.79936408996582,0.01600000075995922,0.2652857303619385,0.4488571286201477,-91.67647928074393,39.69142368237571,-64.70151660878508,-0.8678906606680289,350,1,0.16394460726224477,0.2254762492005786
206:254:12,254,12,352,34,34,22.63409996032715,22.755962371826172,22.91131591796875,22.63409996032715,22.755962371826172,22.91131591796875,0.04114285856485367,0.20142856240272522,0.4571428596973419,-92.18527387451178,39.59567987730457,-64.81419007252853,-0.8843163735652554,351,1,0.14749918898037234,0.32815690905127165
206:254:12,254,12,353,30,30,22.826099395751953,22.87091064453125,23.04480743408203,22.826099395751953,22.87091064453125,23.04480743408203,0.021142857149243355,0.2378571331501007,0.4497142732143402,-92.79391960036725,39.50129907749811,-64.89630504709352,-0.8635685080790717,352,1,0.1252982687448092,0.2588306527045647
206:254:12,254,12,354,30,30,22.842098236083984,23.0091609954834,23.389314651489258,22.842098236083984,23.0091609954834,23.389314651489258,0.014571428298950195,0.2442857176065445,0.4399999976158142,-93.34489702189859,39.41881005400132,-65.01850935936373,-0.875136022892074,353,1,0.1297150706602781,0.35302217749882336
206:254:12,254,12,355,27,27,22.902097702026367,23.146760940551758,23.451358795166016,22.902097702026367,23.146760940551758,23.451358795166016,0.02971428632736206,0.25457143783569336,0.4325714409351349,-94.042714120537,39.32186064405791,-65.05576634184452,-0.893818047110836,354,1,0.14086321785957795,0.16706980292435403
206:254:12,254,12,356,27,27,23.083099365234375,23.333005905151367,23.618314743041992,23.083099365234375,23.333005905151367,23.618314743041992,0.012285714037716389,0.24371428787708282,0.40942856669425964,-94.70788198260533,39.18912091916632,-65.17841302438656,-0.9154483399929272,355,1,0.16741045924500556,0.20478292053224217
206:254:12,254,12,357,28,28,23.381359100341797,23.540056228637695,23.699316024780273,23.381359100341797,23.540056228637695,23.699316024780273,0.03685714304447174,0.24542857706546783,0.4057142734527588,-95.38065793661846,39.0754014594423,-65.28068005966703,-0.9558767987280046,356,1,0.1387439469333881,0.28186012690903806
206:254:12,254,12,358,32,32,23.600099563598633,23.67408561706543,23.900314331054688,23.600099563598633,23.67408561706543,23.900314331054688,0.01657142862677574,0.19685715436935425,0.4277142882347107,-96.0570230121973,38.9709269320583,-65.36973514302177,-0.9197094890445467,357,1,0.13313951790986298,0.27516286208832313
206:254:12,254,12,359,29,29,23.68131446838379,23.77731704711914,24.048358917236328,23.68131446838379,23.77731704711914,24.048358917236328,0.029428571462631226,0.20971427857875824,0.4334285855293274,-96.7216022422474,38.90383250331135,-65.44122503307926,-0.955604460774426,358,1,0.12379178754500564,0.21274986026484868
206:254:12,254,12,360,30,30,23.68709945678711,23.937381744384766,24.315359115600586,23.68709945678711,23.937381744384766,24.315359115600586,0.012285714037716389,0.17399999499320984,0.41371428966522217,-97.39961159151365,38.819792755625606,-65.53650058220632,-0.9572188615864977,359,1,0.1406348064685595,0.21355797556037115
206:254:12,254,12,361,28,28,23.935317993164062,24.132160186767578,24.39935874938965,23.935317993164062,24.132160186767578,24.39935874938965,0.02142857201397419,0.2118571400642395,0.39657142758369446,-98.02697297152584,38.71026243761809,-65.65803480600276,-0.9773870670428845,360,1,0.1539480752604238,0.21697464514632894
206:254:12,254,12,362,27,27,24.217357635498047,24.320314407348633,24.48236083984375,24.217357635498047,24.320314407348633,24.48236083984375,0.004000000189989805,0.2240000069141388,0.42228570580482483,-98.72843204306896,38.57955475014084,-65.75688300323338,-0.9345171934056248,361,1,0.14081744840906069,0.2775062348527551
206:254:12,254,12,363,26,26,24.400283813476562,24.490936279296875,24.62431526184082,24.400283813476562,24.490936279296875,24.62431526184082,0.0051428573206067085,0.2345714271068573,0.4328571557998657,-99.41623696496066,38.50335417022659,-65.84135854987154,-0.9254583779442284,362,1,0.11236727792905717,0.22328190911712553
206:254:12,254,12,364,25,25,24.559358596801758,24.6175594329834,24.85931396484375,24.559358596801758,24.6175594329834,24.85931396484375,0.006285714451223612,0.23171427845954895,0.40457141399383545,-100.0605098256418,38.41731074361889,-65.92530981478019,-0.9187250166457335,363,1,0.12224659510166203,0.24007275944640663
206:254:12,254,12,365,24,24,24.646360397338867,24.781658172607422,25.163312911987305,24.646360397338867,24.781658172607422,25.163312911987305,0.021714285016059875,0.2077142894268036,0.4051428437232971,-100.78824534465926,38.30363012537183,-65.98836342046809,-0.9261382462712744,364,1,0.13144005684806506,0.20798001144215175
206:254:12,254,12,366,25,25,24.632097244262695,24.979312896728516,25.339311599731445,24.632097244262695,24.979312896728516,25.339311599731445,0.011714286170899868,0.21485714614391327,0.4117142856121063,-101.48239981308859,38.21236577535667,-66.0544959239893,-0.9450132018473231,365,1,0.134968358761887,0.1611886602825341
206:254:12,254,12,367,26,26,24.906097412109375,25.19393539428711,25.414806365966797,24.906097412109375,25.19393539428711,25.414806365966797,0.02199999988079071,0.19171428680419922,0.3840000033378601,-102.20339113322748,38.081500538207656,-66.12798991630702,-0.95772462110828,366,1,0.15202489121884605,0.1859704122219317
206:254:12,254,12,368,27,27,25.291095733642578,25.399097442626953,25.681053161621094,25.291095733642578,25.399097442626953,25.681053161621094,0.00828571431338787,0.17028571665287018,0.3888571560382843,-102.87122591213277,37.97122531782571,-66.2256671521866,-1.009295939678733,367,1,0.12251962483107898,0.29487938085221266
206:254:12,254,12,369,28,28,25.454055786132812,25.54605484008789,25.734806060791016,25.454055786132812,25.54605484008789,25.734806060791016,0.020571429282426834,0.16371428966522217,0.39742857217788696,-103.59242211288142,37.88856909255792,-66.26793036574767,-0.9835154447477985,368,1,0.1175974938627154,0.2211494682903037
206:254:12,254,12,370,25,25,25.547056198120117,25.71105194091797,26.057096481323242,25.547056198120117,25.71105194091797,26.057096481323242,0.004857142921537161,0.17114286124706268,0.39228570461273193,-104.23959204610892,37.79694283258737,-66.34566361104594,-0.9624254312940539,369,1,0.12672339005474254,0.2776707355444602
206:254:12,254,12,371,23,23,25.699092864990234,25.924558639526367,26.264095306396484,25.699092864990234,25.924558639526367,26.264095306396484,0.011714286170899868,0.18371428549289703,0.3662857115268707,-104.97370186558139,37.68191054817872,-66.39159046541359,-0.9863697767054237,370,1,0.13226240727646277,0.17377343684565733
206:254:12,254,12,372,21,21,25.858097076416016,26.153053283691406,26.3343563079834,25.858097076416016,26.153053283691406,26.3343563079834,0.031142856925725937,0.2168571501970291,0.3611428439617157,-105.64605883414457,37.574256796654716,-66.46648019596671,-0.9542659881124212,371,1,0.15139204376075238,0.18085403506063058
206:254:12,254,12,373,23,23,26.22809410095215,26.344757080078125,26.46180534362793,26.22809410095215,26.344757080078125,26.46180534362793,0.020571429282426834,0.1908571422100067,0.38114285469055176,-106.27140046547993,37.462498457292604,-66.56963466638246,-0.9215993607465015,372,1,0.15348947833030055,0.29545366731251976
206:254:12,254,12,374,22,22,26.504758834838867,26.57518196105957,26.767610549926758,26.504758834838867,26.57518196105957,26.767610549926758,0.0231428574770689,0.1818571388721466,0.36085712909698486,-106.91635702017348,37.345158225721825,-66.64365419068173,-0.9463244767564153,373,1,0.13265832536513814,0.23888172479388162
206:254:12,254,12,375,21,21,26.70975685119629,26.764312744140625,26.86155891418457,26.70975685119629,26.764312744140625,26.86155891418457,0.010857142508029938,0.1551428586244583,0.3682857155799866,-107.48652842934948,37.276317175301166,-66.71555448189326,-0.9024955601230693,374,1,0.12682805806027664,0.17935314184093748
206:254:12,254,12,376,22,22,26.814355850219727,26.967639923095703,27.160354614257812,26.814355850219727,26.967639923095703,27.160354614257812,0.025714285671710968,0.15971428155899048,0.35257142782211304,-108.1772018272442,37.15184961451089,-66.75020170997477,-0.9442108772109408,375,1,0.14570902899062357,0.2088723814739355
206:254:12,254,12,377,22,22,26.932357788085938,27.225757598876953,27.548355102539062,26.932357788085938,27.225757598876953,27.548355102539062,0.011714286170899868,0.13428571820259094,0.34599998593330383,-108.76854334088077,37.00369517409021,-66.8445318696442,-0.9686827771480305,376,1,0.17050858850577535,0.2921050824000982
206:254:12,254,12,378,19,19,27.331356048583984,27.464611053466797,27.5918025970459,27.331356048583984,27.464611053466797,27.5918025970459,0.020571429282426834,0.16685713827610016,0.33885714411735535,-109.29067591122107,36.902401565268406,-66.92703748619874,-0.9660155499918733,377,1,0.15619094342225598,0.30176757862662046
206:254:12,254,12,379,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,380,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,381,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,382,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,383,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,384,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,385,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,386,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,387,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,388,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,389,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,390,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,391,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,392,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,393,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,394,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,395,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,396,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,397,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,398,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,399,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,400,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,401,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,402,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,403,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,404,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,405,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,406,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,407,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,408,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,409,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,410,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,411,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,412,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,413,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,414,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,415,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,416,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,417,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,418,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,419,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,420,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,421,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,422,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,423,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,424,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,425,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,426,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,427,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,428,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,429,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,430,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,431,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,432,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,433,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,434,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,435,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,436,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,437,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,438,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,439,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,440,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,441,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,442,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,443,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,444,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,445,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,446,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,447,0,0,,,,,,,,,,,,,,,,,
206:254:12,254,12,448,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,0,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,1,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,2,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,3,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,4,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,5,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,6,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,7,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,8,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,9,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,10,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,11,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,12,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,13,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,14,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,15,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,16,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,17,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,18,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,19,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,20,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,21,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,22,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,23,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,24,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,25,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,26,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,27,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,28,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,29,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,30,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,31,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,32,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,33,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,34,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,35,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,36,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,37,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,38,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,39,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,40,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,41,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,42,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,43,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,44,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,45,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,46,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,47,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,48,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,49,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,50,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,51,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,52,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,53,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,54,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,55,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,56,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,57,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,58,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,59,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,60,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,61,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,62,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,63,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,64,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,65,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,66,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,67,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,68,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,69,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,70,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,71,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,72,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,73,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,74,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,75,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,76,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,77,0,0,,,,,,,,,,,,,,,,,
206:254:13,254,13,78,0,0,,,,,,,,,,,,,,,,,
