structure,frame,points,original_points,slots,range_m,world_copies,example_world,coarse_world_copies,coarse_example_world
206:10:94,297,1,1,78955,28.672609329223633,85,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:30:23,297,1,1,74905,24.80156135559082,85,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:81,298,1,1,65986,24.19565773010254,84,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:94,298,1,1,78953,28.838607788085938,84,train/branched_low_rough_1,29,train/branched_low_rough_7
206:30:21,299,1,1,58771,38.6072998046875,82,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:81,300,1,1,67005,22.238454818725586,76,train/branched_low_rough_1,26,train/branched_low_sparse_8
206:10:94,300,2,2,77918;77920,28.99930191040039,76,train/branched_low_rough_1,26,train/branched_low_sparse_8
206:30:21,300,2,2,58770;62865,38.37083435058594,76,train/branched_low_rough_1,26,train/branched_low_sparse_8
206:30:21,301,3,3,60833;60834;61835,38.400569915771484,68,train/branched_low_smooth_6,25,train/branched_low_sparse_8
206:10:81,302,1,1,75201,21.030567169189453,71,train/branched_low_smooth_6,26,train/branched_low_sparse_8
206:10:94,302,1,1,74854,29.201555252075195,71,train/branched_low_smooth_6,26,train/branched_low_sparse_8
206:30:23,302,4,4,68770;69771;70804;71837,25.30573272705078,71,train/branched_low_smooth_6,26,train/branched_low_sparse_8
206:10:81,303,3,3,75201;76232;77265,20.999059677124023,77,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:30:21,303,4,4,64928;64929;65929;66961,38.23438262939453,77,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:94,304,2,2,73819;73821,29.37425422668457,82,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:81,305,1,1,75202,21.551565170288086,85,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:81,306,1,1,77263,20.66006088256836,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:94,306,1,1,74850,29.53355598449707,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:11:1,306,3,3,74928;81085;81086,23.085100173950195,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:30:23,306,1,1,71831,25.38128089904785,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:81,307,2,2,73170;76230,20.900665283203125,83,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:94,307,2,2,74850;77922,28.86867904663086,83,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:68,308,1,1,79957,22.239360809326172,81,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:81,308,4,4,75197;75198;75206;76229,20.373943328857422,80,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:81,308,3,4,75197;75198;76229,20.33332061767578,1,train/solid_raised_smooth_1,0,
206:10:68,309,1,1,80988,22.20009994506836,83,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:81,309,1,1,74173,23.248762130737305,82,train/branched_low_rough_1,29,train/branched_low_rough_7
206:11:1,309,4,4,77986;77987;77988;82083,23.432828903198242,83,train/branched_low_rough_1,29,train/branched_low_rough_7
206:30:21,309,4,4,62861;63892;63893;64925,37.75726318359375,83,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:68,310,2,2,81987;83019,22.292755126953125,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:81,310,3,3,73165;73167;73172,20.696012496948242,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:94,310,2,2,79984;82015,28.195598602294922,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:11:1,310,2,2,75959;77986,23.27806282043457,83,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:81,310,2,3,73165;73167,20.43851089477539,1,train/solid_raised_smooth_1,0,
206:10:68,311,1,1,83018,22.401655197143555,82,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:81,311,2,2,70072;73163,20.326862335205078,82,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:94,311,3,3,77912;82014;82015,28.066844940185547,82,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:11:1,311,3,3,79017;81081;83113,23.525615692138672,82,train/branched_low_rough_1,28,train/branched_low_sparse_5
206:10:68,312,1,1,83018,22.586654663085938,83,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:94,312,2,2,78944;82013,29.16272735595703,83,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:11:1,312,3,3,75957;79015;79016,23.641616821289062,83,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:81,313,3,3,69058;73165;74162,20.315011978149414,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:94,313,3,3,77910;82012;82013,28.2198429107666,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:11:1,313,3,3,79015;83110;83111,23.742612838745117,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:68,314,2,2,84046;84047,22.609405517578125,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:81,314,2,2,69057;74161,20.28436279296875,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:94,314,3,3,77910;82011;82012,28.292844772338867,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:11:1,314,1,1,75955,23.24431610107422,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:30:23,314,1,1,73858,26.208757400512695,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:68,315,1,1,83014,22.788654327392578,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:81,315,3,3,69073;74160;74161,19.435768127441406,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:94,315,3,3,82010;82011;82012,28.312843322753906,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:11:1,315,1,1,75954,23.30731773376465,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:30:23,315,3,3,72856;73857;73858,26.340003967285156,82,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:68,316,1,1,84044,22.804405212402344,79,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:81,316,2,2,71102;74169,21.65814208984375,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:94,316,3,3,77908;82010;82011,28.51284408569336,79,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:11:1,316,3,3,79011;83106;83107,24.02665138244629,79,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:30:23,316,4,4,73855;73856;73857;74889,26.43425750732422,79,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:68,317,2,2,84044;84045,22.96640396118164,82,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:81,317,3,3,67002;69072;74168,21.840953826904297,81,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:81,317,2,3,67002;69072,21.188705444335938,1,train/solid_raised_smooth_1,0,
206:10:68,318,2,2,84043;84044,23.117904663085938,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:94,318,4,4,76906;82008;82009;82010,28.776844024658203,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:11:1,318,2,2,75951;80040,23.9598388671875,78,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:68,319,3,3,83010;83011;84042,23.240402221679688,77,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:94,319,1,1,82008,28.867843627929688,77,train/branched_low_rough_1,29,train/branched_low_rough_7
206:11:1,319,1,1,75950,23.63731575012207,77,train/branched_low_rough_1,29,train/branched_low_rough_7
206:30:23,319,4,4,72853;72854;73853;73854,26.655879974365234,77,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:68,320,3,3,83009;83010;84041,23.348403930664062,79,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:94,320,4,4,77906;82007;82008;83040,29.099746704101562,79,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:11:1,320,1,1,75949,23.715314865112305,79,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:30:23,320,4,4,71821;72853;73853;73854,26.763879776000977,79,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:110,321,3,3,65991;65992;67023,29.700653076171875,80,train/branched_low_rough_1,31,train/branched_low_rough_7
206:10:110,322,1,1,64991,29.451885223388672,74,train/branched_low_rough_1,29,train/branched_low_rough_7
206:11:1,322,1,1,79007,24.22761344909668,74,train/branched_low_rough_1,29,train/branched_low_rough_7
206:10:110,323,1,1,64990,29.339885711669922,77,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:11:1,323,1,1,79010,23.9796142578125,77,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:94,324,4,4,86101;87133;87134;87135,29.498676300048828,77,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:81,324,4,15,64954;65963;69057;70057,18.968429565429688,1,train/solid_raised_smooth_1,0,
206:10:94,325,4,4,86097;87133;87134;88164,29.622177124023438,70,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:110,325,1,1,63958,29.12615966796875,70,train/branched_low_rough_1,27,train/branched_low_sparse_5
206:10:81,325,1,13,70057,18.119722366333008,1,train/solid_raised_smooth_1,0,
206:10:68,326,3,3,89166;89167;89168,24.073171615600586,70,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:110,326,3,3,64990;65989;65990,28.999652862548828,70,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:11:1,326,1,1,81069,24.45109748840332,70,train/branched_low_rough_1,29,train/branched_low_sparse_5
206:10:68,327,3,3,88134;88135;88136,24.21143913269043,71,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:94,327,4,4,81999;85099;86100;86101,29.858009338378906,71,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:110,327,3,3,65989;65990;67021,28.872446060180664,71,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:11:1,327,1,1,79007,24.093612670898438,71,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:81,327,4,23,64964;66996;70061;70068,20.05517578125,1,train/solid_raised_smooth_1,0,
206:10:68,328,4,4,87101;87102;87103;87104,24.32418441772461,66,train/branched_low_smooth_6,27,train/branched_low_sparse_7
206:10:110,328,3,3,65989;67021;68053,28.73922348022461,66,train/branched_low_smooth_6,27,train/branched_low_sparse_7
206:11:1,328,1,1,80035,24.68535804748535,66,train/branched_low_smooth_6,27,train/branched_low_sparse_7
206:10:94,329,3,3,83034;84067;84068,29.963396072387695,70,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:10:110,329,1,1,68053,28.57022476196289,70,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:10:68,330,3,3,84037;84038;84039,24.55240249633789,78,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:94,330,4,4,78934;83032;83035;83036,30.12114715576172,78,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:110,330,1,1,69084,28.451948165893555,78,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:11:1,330,1,1,77973,24.50580596923828,78,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:94,331,2,2,82002;82003,30.180343627929688,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:110,331,3,3,70084;70085;71116,28.38870620727539,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:11:1,331,1,1,77972,24.54680824279785,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:30:23,331,3,3,73847;74879;75911,27.68655776977539,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:94,332,3,3,83033;83034;83035,30.339645385742188,80,train/branched_low_smooth_3,32,train/branched_low_sparse_5
206:10:110,332,1,1,70084,28.234704971313477,80,train/branched_low_smooth_3,32,train/branched_low_sparse_5
206:10:111,332,4,4,59859;60890;60891;60892,49.96430587768555,80,train/branched_low_smooth_3,32,train/branched_low_sparse_5
206:30:23,332,4,4,74879;75909;75911;75912,27.845935821533203,80,train/branched_low_smooth_3,32,train/branched_low_sparse_5
206:10:110,333,1,1,69084,28.097949981689453,81,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:111,333,4,4,59858;59859;59860;61892,49.82057189941406,81,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:23,333,4,4,73845;74877;75908;75909,27.90203285217285,81,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:94,334,4,4,81999;82000;83033;83034,30.593242645263672,80,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:110,334,2,2,69083;69084,27.941448211669922,80,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:23,334,2,2,75909;76941,28.015180587768555,80,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:110,335,4,4,70084;70087;71115;71116,27.908008575439453,75,train/branched_low_smooth_6,31,train/branched_low_sparse_5
206:30:23,335,4,4,73843;74875;75907;75909,28.13265609741211,75,train/branched_low_smooth_6,31,train/branched_low_sparse_5
206:10:110,336,4,4,69084;69085;70083;70084,27.73482894897461,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:11:1,336,1,1,77969,24.815807342529297,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:30:23,336,4,4,73843;74875;75907;75908,28.197656631469727,78,train/branched_low_rough_1,30,train/branched_low_sparse_5
206:10:94,337,4,4,80997;82001;83029;83033,30.943965911865234,82,train/branched_low_rough_1,32,train/branched_low_rough_7
206:10:110,337,2,2,70083;70084,27.546207427978516,82,train/branched_low_rough_1,32,train/branched_low_rough_7
206:11:1,337,1,1,77968,24.91280746459961,82,train/branched_low_rough_1,32,train/branched_low_rough_7
206:30:23,337,4,4,73842;74874;75905;75906,28.186431884765625,82,train/branched_low_rough_1,32,train/branched_low_rough_7
206:10:110,338,3,3,70083;70084;71116,27.442705154418945,83,train/branched_low_rough_1,33,train/branched_low_rough_7
206:11:1,338,1,1,77968,24.985809326171875,83,train/branched_low_rough_1,33,train/branched_low_rough_7
206:30:23,338,3,3,73842;74874;75906,28.33255386352539,83,train/branched_low_rough_1,33,train/branched_low_rough_7
206:10:110,339,2,2,70083;70084,27.284706115722656,85,train/branched_low_rough_1,34,train/branched_low_rough_7
206:30:23,339,2,2,74874;75906,28.482433319091797,85,train/branched_low_rough_1,34,train/branched_low_rough_7
206:10:94,340,4,4,81997;82001;83029;83033,31.23574447631836,83,train/branched_low_rough_1,34,train/branched_low_sparse_5
206:10:110,340,4,4,69086;70083;70084;70085,27.167705535888672,83,train/branched_low_rough_1,34,train/branched_low_sparse_5
206:254:5,340,1,1,72443,21.62928581237793,83,train/branched_low_rough_1,34,train/branched_low_sparse_5
206:10:94,341,4,4,81995;83032;83033;83034,31.544143676757812,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:110,341,3,3,69085;70084;70085,27.044706344604492,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:30:23,341,2,2,75904;75905,28.553810119628906,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:110,342,4,4,69085;70084;70085;71116,26.909109115600586,80,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,342,1,1,75905,28.81730842590332,80,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,343,2,2,74872;75904,28.808433532714844,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:94,344,4,4,83031;83032;83033;83034,31.740144729614258,83,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:30:23,344,2,2,74872;75904,28.92693328857422,83,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:94,345,2,2,80998;83033,31.873367309570312,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:94,346,2,2,80995;81995,32.6624641418457,80,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:94,347,1,1,83030,31.98564338684082,82,train/branched_low_rough_1,32,train/branched_low_sparse_7
206:30:23,347,3,3,74871;75903;75904,29.2265567779541,82,train/branched_low_rough_1,32,train/branched_low_sparse_7
206:10:68,348,4,4,80969;83004;83005;85065,26.784870147705078,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:94,348,2,2,81996;83028,32.571739196777344,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:30:23,348,1,1,75904,29.38031005859375,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:30:23,349,3,3,73839;74871;75904,29.41755485534668,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:94,350,1,1,83028,33.0466423034668,83,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:110,350,4,4,70086;70087;70090;71118,25.809110641479492,83,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,350,2,2,74871;75903,29.436431884765625,83,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:94,351,1,1,83031,32.513641357421875,86,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:23,351,3,3,74871;75903;75904,29.568309783935547,86,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:10:68,352,4,4,80970;81970;83005;85066,27.348873138427734,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:113,352,2,2,73949;74981,32.73065185546875,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:30:23,352,1,1,75904,29.669307708740234,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:68,353,4,4,80970;81971;85066;87096,27.505470275878906,83,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:94,353,3,3,81997;83028;83029,33.11684036254883,83,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:110,353,4,4,70086;70087;70088;72155,25.323711395263672,83,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:30:23,353,1,1,75904,29.76230812072754,83,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:113,354,3,3,73948;74980;76012,32.847557067871094,85,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:23,354,3,3,73839;74871;75903,29.901554107666016,85,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:23,355,3,3,73839;74871;75903,29.992555618286133,81,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:68,356,3,3,81971;85066;85067,27.95912742614746,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,356,3,3,73839;74871;75903,30.135555267333984,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:68,357,4,4,81971;81972;84035;85067,28.174484252929688,84,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:23,357,3,3,73839;74871;75903,30.263751983642578,84,train/branched_low_rough_1,33,train/branched_low_sparse_5
206:30:23,358,3,3,73839;74871;75903,30.418556213378906,82,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:11:1,359,1,1,77959,27.67080307006836,80,train/branched_low_smooth_6,32,train/branched_low_sparse_7
206:30:23,359,4,4,75902;75903;75904;75905,30.545307159423828,80,train/branched_low_smooth_6,32,train/branched_low_sparse_7
206:10:68,360,4,4,79939;81975;84035;84036,28.652374267578125,80,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:30:23,360,3,3,73840;74872;75904,30.716554641723633,80,train/branched_low_rough_1,31,train/branched_low_sparse_5
206:10:68,361,3,3,81975;84035;84036,28.809396743774414,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,361,2,2,73840;74872,30.855653762817383,81,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,362,1,1,74871,31.030553817749023,80,train/branched_low_rough_1,32,train/branched_low_sparse_7
206:10:68,363,4,4,78907;80971;83003;84035,29.290502548217773,80,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:20:2,363,2,2,101505;101506,11.892326354980469,80,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:30:23,363,2,2,73840;74872,31.171653747558594,80,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:68,364,4,4,78907;80974;80975;83003,29.579851150512695,76,train/branched_low_smooth_3,30,train/branched_low_sparse_5
206:10:71,364,3,3,85121;86135;87143,15.118151664733887,76,train/branched_low_smooth_3,30,train/branched_low_sparse_5
206:30:23,364,1,1,74871,31.41355323791504,76,train/branched_low_smooth_3,30,train/branched_low_sparse_5
206:10:68,365,2,2,80974;83003,29.832870483398438,81,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:68,366,4,4,79939;80971;80973;83003,30.04172134399414,81,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:71,366,4,4,82034;83051;84088;88171,15.384769439697266,81,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:111,366,3,3,58835;60897;60899,44.738807678222656,81,train/branched_low_rough_1,32,train/branched_low_sparse_5
206:10:68,367,4,4,79939;81970;83002;83003,30.23064422607422,77,train/branched_low_rough_1,30,train/branched_low_sparse_7
206:10:71,367,3,3,82032;82034;83053,15.37267017364502,77,train/branched_low_rough_1,30,train/branched_low_sparse_7
206:10:111,367,1,1,60899,44.243804931640625,77,train/branched_low_rough_1,30,train/branched_low_sparse_7
206:10:68,368,2,2,79941;81970,30.51709747314453,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:71,368,3,3,82027;82032;85132,15.623149871826172,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:94,368,1,1,78934,35.746604919433594,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:111,368,2,2,58834;60898,44.189552307128906,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:68,369,3,3,79941;81969;81970,30.66484260559082,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:71,369,1,1,82015,16.234865188598633,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:113,369,2,2,73948;74965,33.59715270996094,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:21,369,1,1,67968,30.591222763061523,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:30:23,369,3,3,72838;73838;74870,32.44475173950195,78,train/branched_low_rough_1,31,train/branched_low_sparse_7
206:10:67,370,1,1,79931,36.74334716796875,76,train/branched_low_rough_1,28,train/branched_low_sparse_7
206:10:68,370,3,3,79937;81969;81970,30.916841506958008,76,train/branched_low_rough_1,28,train/branched_low_sparse_7
206:10:70,370,1,1,83035,19.364660263061523,76,train/branched_low_rough_1,28,train/branched_low_sparse_7
206:10:71,370,1,1,81028,16.061113357543945,76,train/branched_low_rough_1,28,train/branched_low_sparse_7
206:10:68,371,1,1,81969,31.12284278869629,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:10:70,371,1,1,89176,22.92417335510254,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:10:71,371,4,4,86127;90219;90220;91256,16.096923828125,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:30:23,371,3,3,73837;74869;75901,32.94930648803711,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:10:68,372,2,2,81969;83001,31.513242721557617,74,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:30:23,372,4,4,72837;73837;74869;75901,33.26852798461914,74,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:10:68,373,2,2,83000;83001,31.6971435546875,75,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:70,373,2,2,88142;89175,23.428306579589844,75,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:30:23,373,2,2,73837;75900,33.628028869628906,75,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:68,374,2,2,78904;83000,32.057125091552734,78,train/branched_low_smooth_6,30,train/branched_low_sparse_5
206:10:70,374,3,3,87109;88141;89174,23.802684783935547,78,train/branched_low_smooth_6,30,train/branched_low_sparse_5
206:30:23,374,4,4,72836;73836;74868;75900,33.8790283203125,78,train/branched_low_smooth_6,30,train/branched_low_sparse_5
206:10:68,375,1,1,80970,32.503089904785156,75,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:10:70,375,2,2,88140;89173,23.977306365966797,75,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:30:21,375,2,2,63869;64901,29.447021484375,75,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:30:23,375,1,1,73836,34.15974807739258,75,train/branched_low_smooth_6,28,train/branched_low_sparse_7
206:20:2,375,2,11,90215;91235,15.785837173461914,1,train/solid_raised_smooth_1,0,
206:10:68,376,1,1,82999,32.59664535522461,74,train/branched_low_smooth_6,27,train/branched_low_sparse_7
206:10:70,376,2,2,87108;89172,24.15292739868164,74,train/branched_low_smooth_6,27,train/branched_low_sparse_7
206:10:68,377,2,2,82998;82999,32.865142822265625,78,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:70,377,1,1,88139,24.513437271118164,78,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:10:94,377,1,1,80996,37.90708541870117,78,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:18:4,377,4,4,75873;75874;78944;79975,33.01895523071289,78,train/branched_low_smooth_6,29,train/branched_low_sparse_5
206:20:2,377,1,13,91249,15.457732200622559,1,train/solid_raised_smooth_1,0,
206:10:94,378,1,1,80995,38.16908645629883,75,train/branched_low_smooth_3,28,train/branched_low_sparse_5
206:18:4,378,2,2,78940;78942,32.463104248046875,75,train/branched_low_smooth_3,28,train/branched_low_sparse_5
206:10:68,379,1,1,81965,33.56884002685547,73,train/branched_low_smooth_3,27,train/branched_low_sparse_7
206:10:94,379,1,1,80994,38.444087982177734,73,train/branched_low_smooth_3,27,train/branched_low_sparse_7
206:10:68,380,1,1,81964,33.84183883666992,72,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:69,380,1,1,77877,28.050804138183594,72,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:94,380,1,1,80993,38.72108459472656,72,train/branched_low_sparse_2,27,train/branched_low_sparse_7
206:10:68,381,1,1,81963,34.178836822509766,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:10:69,381,1,1,79934,30.341350555419922,74,train/branched_low_smooth_3,28,train/branched_low_sparse_7
206:10:70,382,1,1,84052,22.619403839111328,78,train/branched_low_smooth_3,29,train/branched_low_sparse_5
206:10:94,382,1,1,79958,39.24134826660156,78,train/branched_low_smooth_3,29,train/branched_low_sparse_5
206:10:110,382,4,4,73167;74167;74168;74169,18.09777069091797,78,train/branched_low_smooth_3,29,train/branched_low_sparse_5
206:18:4,382,1,1,78929,36.15460205078125,78,train/branched_low_smooth_3,29,train/branched_low_sparse_5
206:10:68,383,1,1,79930,34.79235076904297,79,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:70,383,3,3,83020;84049;84050,22.934404373168945,79,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:76,383,4,4,73839;74863;75895;79989,26.30243682861328,79,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:94,383,1,1,79957,39.57234191894531,79,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:110,383,3,3,74165;74166;74167,17.804771423339844,79,train/branched_low_smooth_3,31,train/branched_low_sparse_5
206:10:70,384,2,2,84047;84048,23.194400787353516,77,train/branched_low_sparse_2,31,train/branched_low_sparse_5
206:10:76,384,1,1,75899,26.88431167602539,77,train/branched_low_sparse_2,31,train/branched_low_sparse_5
206:10:94,384,1,1,79955,39.87733840942383,77,train/branched_low_sparse_2,31,train/branched_low_sparse_5
206:10:70,385,2,2,84045;84046,23.479902267456055,76,train/branched_low_smooth_3,30,train/branched_low_sparse_7
206:10:76,385,3,3,74870;74872;76932,26.39455795288086,76,train/branched_low_smooth_3,30,train/branched_low_sparse_7
206:10:110,385,1,1,75194,17.197574615478516,76,train/branched_low_smooth_3,30,train/branched_low_sparse_7
206:18:4,385,2,2,78932;78933,34.27460479736328,76,train/branched_low_smooth_3,30,train/branched_low_sparse_7
206:10:70,386,3,3,83013;84043;84044,23.781400680541992,77,train/branched_low_smooth_3,30,train/branched_low_sparse_5
