序列,统计量,分组,权重,五位模式,可见或命中位数,原始数量,分母,比例,有效窗口数,序列数
149,五位类别可见模式,全部,统计单位等权,10010,2,6,374,0.016042780748663103,374,1
149,五位类别可见模式,全部,统计单位等权,10011,3,1,374,0.00267379679144385,374,1
149,五位类别可见模式,全部,统计单位等权,10100,2,2,374,0.0053475935828877,374,1
149,五位类别可见模式,全部,统计单位等权,10101,3,0,374,0.0,374,1
149,五位类别可见模式,全部,统计单位等权,10110,3,3,374,0.008021390374331552,374,1
149,五位类别可见模式,全部,统计单位等权,10111,4,4,374,0.0106951871657754,374,1
149,五位类别可见模式,全部,统计单位等权,11000,2,2,374,0.0053475935828877,374,1
149,五位类别可见模式,全部,统计单位等权,11001,3,3,374,0.008021390374331552,374,1
149,五位类别可见模式,全部,统计单位等权,11010,3,1,374,0.00267379679144385,374,1
149,五位类别可见模式,全部,统计单位等权,11011,4,4,374,0.0106951871657754,374,1
149,五位类别可见模式,全部,统计单位等权,11100,3,1,374,0.00267379679144385,374,1
149,五位类别可见模式,全部,统计单位等权,11101,4,4,374,0.0106951871657754,374,1
149,五位类别可见模式,全部,统计单位等权,11110,4,3,374,0.008021390374331552,374,1
149,五位类别可见模式,全部,统计单位等权,11111,5,167,374,0.446524064171123,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计0个扫描,0,115,374,0.3074866310160428,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计1个扫描,1,31,374,0.08288770053475936,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计2个扫描,2,27,374,0.07219251336898395,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计3个扫描,3,16,374,0.04278074866310161,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计4个扫描,4,18,374,0.0481283422459893,374,1
149,五位类别可见模式：按位数汇总,全部,统计单位等权,合计5个扫描,5,167,374,0.446524064171123,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00000,0,0,101044423,0.0,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00001,1,14479513,101044423,0.14142111795730408,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00010,1,13107367,101044423,0.12742691837434547,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00011,2,2585977,101044423,0.025978473756035486,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00100,1,12736496,101044423,0.12372659271889111,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00101,2,1652239,101044423,0.016399047839444285,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00110,2,1921100,101044423,0.018963275837376073,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,00111,3,1249606,101044423,0.012941304229816868,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01000,1,13020445,101044423,0.12665583406473108,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01001,2,1324132,101044423,0.01308604247149739,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01010,2,1442200,101044423,0.014215691823162693,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01011,3,718184,101044423,0.007335779540349893,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01100,2,1927460,101044423,0.019017408047663945,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01101,3,638906,101044423,0.006466872893417811,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01110,3,845454,101044423,0.008552610833905624,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,01111,4,1114496,101044423,0.011904382084000112,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10000,1,14400704,101044423,0.1407903414742879,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10001,2,1232021,101044423,0.01216805783574875,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10010,2,1302651,101044423,0.012848940569737146,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10011,3,586005,101044423,0.005943676583504685,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10100,2,1628116,101044423,0.01611811251448322,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10101,3,511234,101044423,0.005180660198914925,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10110,3,642952,101044423,0.006499128922177751,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,10111,4,707489,101044423,0.007494630281894491,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11000,2,2635489,101044423,0.026420214591104677,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11001,3,570223,101044423,0.005767634967873825,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11010,3,694206,101044423,0.007058856556801935,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11011,4,636168,101044423,0.006697570871143232,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11100,3,1272213,101044423,0.013106715160881958,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11101,4,693872,101044423,0.007322165840047199,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11110,4,1117855,101044423,0.01187339759449952,374,1
149,扫描命中五位编码,全部,有适用观测的帧等权,11111,5,3649650,101044423,0.040618543564956894,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,0,101044423,0,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,67744525,101044423,0.6600208045895597,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,17651385,101044423,0.17521526528625367,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,7728983,101044423,0.07885323988764527,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,4269880,101044423,0.04529214667158456,374,1
149,扫描命中五位编码：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,3649650,101044423,0.040618543564956894,374,1
149,扫描命中五位编码,全部,统计单位等权,00000,0,0,101044423,0.0,374,1
149,扫描命中五位编码,全部,统计单位等权,00001,1,14479513,101044423,0.14329848763647252,374,1
149,扫描命中五位编码,全部,统计单位等权,00010,1,13107367,101044423,0.12971885642812767,374,1
149,扫描命中五位编码,全部,统计单位等权,00011,2,2585977,101044423,0.02559247629134366,374,1
149,扫描命中五位编码,全部,统计单位等权,00100,1,12736496,101044423,0.12604848067666238,374,1
149,扫描命中五位编码,全部,统计单位等权,00101,2,1652239,101044423,0.016351610024038635,374,1
149,扫描命中五位编码,全部,统计单位等权,00110,2,1921100,101044423,0.01901242981020338,374,1
149,扫描命中五位编码,全部,统计单位等权,00111,3,1249606,101044423,0.01236689728041695,374,1
149,扫描命中五位编码,全部,统计单位等权,01000,1,13020445,101044423,0.12885862092557052,374,1
149,扫描命中五位编码,全部,统计单位等权,01001,2,1324132,101044423,0.013104454067692584,374,1
149,扫描命中五位编码,全部,统计单位等权,01010,2,1442200,101044423,0.014272930233863576,374,1
149,扫描命中五位编码,全部,统计单位等权,01011,3,718184,101044423,0.0071076065227271374,374,1
149,扫描命中五位编码,全部,统计单位等权,01100,2,1927460,101044423,0.01907537242307772,374,1
149,扫描命中五位编码,全部,统计单位等权,01101,3,638906,101044423,0.00632302091526615,374,1
149,扫描命中五位编码,全部,统计单位等权,01110,3,845454,101044423,0.008367151544821034,374,1
149,扫描命中五位编码,全部,统计单位等权,01111,4,1114496,101044423,0.011029762622327013,374,1
149,扫描命中五位编码,全部,统计单位等权,10000,1,14400704,101044423,0.14251854355187915,374,1
149,扫描命中五位编码,全部,统计单位等权,10001,2,1232021,101044423,0.0121928649144743,374,1
149,扫描命中五位编码,全部,统计单位等权,10010,2,1302651,101044423,0.012891864403045777,374,1
149,扫描命中五位编码,全部,统计单位等权,10011,3,586005,101044423,0.005799478908400516,374,1
149,扫描命中五位编码,全部,统计单位等权,10100,2,1628116,101044423,0.01611287344379214,374,1
149,扫描命中五位编码,全部,统计单位等权,10101,3,511234,101044423,0.005059497445000008,374,1
149,扫描命中五位编码,全部,统计单位等权,10110,3,642952,101044423,0.006363062709556964,374,1
149,扫描命中五位编码,全部,统计单位等权,10111,4,707489,101044423,0.0070017619873983545,374,1
149,扫描命中五位编码,全部,统计单位等权,11000,2,2635489,101044423,0.026082478594588045,374,1
149,扫描命中五位编码,全部,统计单位等权,11001,3,570223,101044423,0.005643290179409506,374,1
149,扫描命中五位编码,全部,统计单位等权,11010,3,694206,101044423,0.006870304954881082,374,1
149,扫描命中五位编码,全部,统计单位等权,11011,4,636168,101044423,0.006295923922491002,374,1
149,扫描命中五位编码,全部,统计单位等权,11100,3,1272213,101044423,0.012590630558600944,374,1
149,扫描命中五位编码,全部,统计单位等权,11101,4,693872,101044423,0.006866999478041455,374,1
149,扫描命中五位编码,全部,统计单位等权,11110,4,1117855,101044423,0.011063005426830929,374,1
149,扫描命中五位编码,全部,统计单位等权,11111,5,3649650,101044423,0.036119262118998886,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计0个扫描,0,0,101044423,0,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计1个扫描,1,67744525,101044423,0.6704429892187123,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计2个扫描,2,17651385,101044423,0.1746893542061198,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计3个扫描,3,7728983,101044423,0.07649094101908029,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计4个扫描,4,4269880,101044423,0.042257453437088754,374,1
149,扫描命中五位编码：按位数汇总,全部,统计单位等权,合计5个扫描,5,3649650,101044423,0.036119262118998886,374,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00000,0,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00001,1,1098,2705,0.7503427393364975,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00010,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00011,2,246,2705,0.0576443604365454,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00100,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00101,2,160,2705,0.029732487936312144,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00110,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,00111,3,134,2705,0.01264686282265116,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01000,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01001,2,138,2705,0.029372507546775437,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01010,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01011,3,68,2705,0.007961262108203044,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01100,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01101,3,65,2705,0.00808466363443525,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01110,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,01111,4,123,2705,0.010668382146752456,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10000,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10001,2,126,2705,0.034438875179876614,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10010,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10011,3,60,2705,0.010751560574266045,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10100,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10101,3,45,2705,0.0054600663936958,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10110,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,10111,4,70,2705,0.006731528159249522,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11000,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11001,3,45,2705,0.006877449345904521,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11010,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11011,4,68,2705,0.005839914417757319,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11100,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11101,4,64,2705,0.00695416362634965,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11110,4,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,有适用观测的帧等权,11111,5,195,2705,0.016493176334728035,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计0个扫描,0,0,2705,0,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计1个扫描,1,1098,2705,0.7503427393364975,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计2个扫描,2,670,2705,0.1511882310995096,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计3个扫描,3,417,2705,0.05178186487915582,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计4个扫描,4,325,2705,0.030193988350108947,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,有适用观测的帧等权,合计5个扫描,5,195,2705,0.016493176334728035,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00000,0,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00001,1,1098,2705,0.4059149722735675,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00010,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00011,2,246,2705,0.09094269870609982,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00100,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00101,2,160,2705,0.059149722735674676,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00110,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,00111,3,134,2705,0.04953789279112754,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01000,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01001,2,138,2705,0.05101663585951941,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01010,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01011,3,68,2705,0.025138632162661736,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01100,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01101,3,65,2705,0.024029574861367836,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01110,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,01111,4,123,2705,0.04547134935304991,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10000,1,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10001,2,126,2705,0.046580406654343806,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10010,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10011,3,60,2705,0.022181146025878003,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10100,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10101,3,45,2705,0.0166358595194085,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10110,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,10111,4,70,2705,0.025878003696857672,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11000,2,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11001,3,45,2705,0.0166358595194085,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11010,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11011,4,68,2705,0.025138632162661736,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11100,3,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11101,4,64,2705,0.02365988909426987,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11110,4,0,2705,0.0,208,1
149,扫描命中五位编码,当前异常占据体素,统计单位等权,11111,5,195,2705,0.07208872458410351,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计0个扫描,0,0,2705,0,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计1个扫描,1,1098,2705,0.4059149722735675,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计2个扫描,2,670,2705,0.2476894639556377,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计3个扫描,3,417,2705,0.15415896487985212,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计4个扫描,4,325,2705,0.12014787430683918,208,1
149,扫描命中五位编码：按位数汇总,当前异常占据体素,统计单位等权,合计5个扫描,5,195,2705,0.07208872458410351,208,1
150,五位类别可见模式,全部,有适用观测的帧等权,00000,0,210,501,0.41916167664670656,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00001,1,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00010,1,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00011,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00100,1,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00101,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00110,2,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,00111,3,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01000,1,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01001,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01010,2,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01011,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01100,2,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01101,3,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01110,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,01111,4,5,501,0.00998003992015968,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10000,1,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10001,2,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10010,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10011,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10100,2,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10101,3,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10110,3,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,10111,4,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11000,2,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11001,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11010,3,0,501,0.0,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11011,4,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11100,3,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11101,4,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11110,4,5,501,0.00998003992015968,501,1
150,五位类别可见模式,全部,有适用观测的帧等权,11111,5,240,501,0.47904191616766467,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计0个扫描,0,210,501,0.41916167664670656,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计1个扫描,1,16,501,0.031936127744510975,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计2个扫描,2,6,501,0.011976047904191616,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计3个扫描,3,9,501,0.017964071856287425,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计4个扫描,4,20,501,0.03992015968063872,501,1
150,五位类别可见模式：按位数汇总,全部,有适用观测的帧等权,合计5个扫描,5,240,501,0.47904191616766467,501,1
150,五位类别可见模式,全部,统计单位等权,00000,0,210,501,0.41916167664670656,501,1
150,五位类别可见模式,全部,统计单位等权,00001,1,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,统计单位等权,00010,1,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,统计单位等权,00011,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,00100,1,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,统计单位等权,00101,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,00110,2,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,00111,3,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,统计单位等权,01000,1,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,统计单位等权,01001,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,01010,2,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,01011,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,01100,2,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,01101,3,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,01110,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,01111,4,5,501,0.00998003992015968,501,1
150,五位类别可见模式,全部,统计单位等权,10000,1,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,统计单位等权,10001,2,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,10010,2,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,10011,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,10100,2,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,10101,3,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,10110,3,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,10111,4,4,501,0.007984031936127744,501,1
150,五位类别可见模式,全部,统计单位等权,11000,2,2,501,0.003992015968063872,501,1
150,五位类别可见模式,全部,统计单位等权,11001,3,1,501,0.001996007984031936,501,1
150,五位类别可见模式,全部,统计单位等权,11010,3,0,501,0.0,501,1
150,五位类别可见模式,全部,统计单位等权,11011,4,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,统计单位等权,11100,3,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,统计单位等权,11101,4,3,501,0.005988023952095809,501,1
150,五位类别可见模式,全部,统计单位等权,11110,4,5,501,0.00998003992015968,501,1
150,五位类别可见模式,全部,统计单位等权,11111,5,240,501,0.47904191616766467,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计0个扫描,0,210,501,0.41916167664670656,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计1个扫描,1,16,501,0.031936127744510975,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计2个扫描,2,6,501,0.011976047904191616,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计3个扫描,3,9,501,0.017964071856287425,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计4个扫描,4,20,501,0.03992015968063872,501,1
150,五位类别可见模式：按位数汇总,全部,统计单位等权,合计5个扫描,5,240,501,0.47904191616766467,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00000,0,0,143589605,0.0,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00001,1,20769386,143589605,0.1420653672597821,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00010,1,19163681,143589605,0.13040723630196607,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00011,2,3412743,143589605,0.024269122784520713,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00100,1,18780028,143589605,0.12770339994277405,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00101,2,2275582,143589605,0.015916186809131993,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00110,2,2666655,143589605,0.01863862547523724,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,00111,3,1603140,143589605,0.01186637723594089,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01000,1,19070474,143589605,0.12976226037219915,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01001,2,1940629,143589605,0.013552534900229686,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01010,2,2041020,143589605,0.014125979036489064,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01011,3,950651,143589605,0.006895172533972804,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01100,2,2681222,143589605,0.018746734019209906,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01101,3,884312,143589605,0.006391485219186141,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01110,3,1154462,143589605,0.008323490934383988,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,01111,4,1401205,143589605,0.010807756430774184,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10000,1,20691634,143589605,0.14158988550008095,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10001,2,1832899,143589605,0.012801153269313262,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10010,2,1910196,143589605,0.013315858203253875,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10011,3,857329,143589605,0.006236315604721044,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10100,2,2246438,143589605,0.015663544259195472,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10101,3,718763,143589605,0.0051388661892101525,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10110,3,894905,143589605,0.00646005238630065,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,10111,4,953125,143589605,0.007273566104041417,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11000,2,3473983,143589605,0.0246920313501602,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11001,3,830542,143589605,0.006028381362640189,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11010,3,923756,143589605,0.006675204453904632,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11011,4,894993,143589605,0.0068306716879922595,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11100,3,1623045,143589605,0.01196194740471609,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11101,4,934864,143589605,0.007128683406809676,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11110,4,1405990,143589605,0.010811494438393956,501,1
150,扫描命中五位编码,全部,有适用观测的帧等权,11111,5,4601953,143589605,0.03792061512346809,501,1
