sequence,factor,metric,scope,group,unit,weighting,n,denominator,frames,valid_frames,sequence_count,missing_fraction,empty_frame_fraction,minimum,maximum,mean,category,fraction,count
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,195,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,196,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,197,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,198,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,199,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,200,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,201,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,202,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,203,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,204,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,205,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,206,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,207,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,208,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,209,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,210,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,211,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,212,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,213,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,214,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,215,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,216,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,217,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,218,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,219,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,220,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,221,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,222,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,223,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,224,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,225,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,226,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,227,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,228,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,229,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,230,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,231,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,232,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,233,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,234,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,235,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,236,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,237,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,238,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,239,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,240,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,241,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,242,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,243,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,244,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,245,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,246,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,247,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,248,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,249,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,250,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,251,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,252,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,253,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,254,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,255,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,256,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,257,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,258,0.0,0
149,D01,normal_semantic,all_frames,all,point,frame_equal,34744486,34744486,378,378,1,0.0,0.0,10.0,80.0,,259,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,0,0.21332098585123718,9422360
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,1,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,2,6.844032070821854e-05,3023
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,3,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,4,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,5,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,6,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,7,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,8,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,9,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,10,0.0030507222015985604,134750
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,11,5.614687243016274e-06,248
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,12,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,13,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,14,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,15,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,16,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,17,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,18,1.310848352300977e-05,579
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,19,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,20,2.318322474535752e-05,1024
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,21,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,22,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,23,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,24,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,25,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,26,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,27,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,28,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,29,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,30,2.039852099176477e-05,901
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,31,6.79196037461646e-08,3
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,32,1.1546332636847984e-06,51
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,33,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,34,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,35,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,36,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,37,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,38,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,39,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,40,0.7625071063715403,33679839
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,41,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,42,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,43,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,44,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,45,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,46,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,47,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,48,1.6527103578233387e-06,73
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,49,6.791960374616461e-07,30
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,50,0.006304659857605645,278476
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,51,0.004025413795091853,177802
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,52,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,53,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,54,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,55,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,56,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,57,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,58,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,59,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,60,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,61,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,62,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,63,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,64,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,65,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,66,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,67,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,68,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,69,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,70,0.010647167642720426,470284
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,71,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,72,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,73,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,74,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,75,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,76,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,77,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,78,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,79,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,80,9.644583731955374e-06,426
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,81,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,82,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,83,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,84,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,85,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,86,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,87,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,88,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,89,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,90,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,91,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,92,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,93,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,94,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,95,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,96,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,97,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,98,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,99,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,100,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,101,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,102,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,103,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,104,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,105,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,106,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,107,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,108,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,109,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,110,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,111,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,112,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,113,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,114,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,115,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,116,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,117,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,118,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,119,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,120,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,121,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,122,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,123,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,124,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,125,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,126,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,127,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,128,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,129,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,130,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,131,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,132,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,133,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,134,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,135,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,136,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,137,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,138,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,139,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,140,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,141,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,142,0.0,0
149,D01,raw_semantic,all_frames,all,point,observation_equal,44169869,44169869,378,378,1,0.0,0.0,0.0,80.0,,143,0.0,0
