first,second,target_recall,change,sequence,frame,slot,semantic,instance,range_m,count_in_scan,first_score,second_score
m500,lr,0.95,fixed_fp,153,205,89089,40,0,17.18718719482422,44,-0.859375,-2.96875
replay,ap,0.95,new_fp,153,205,80400,40,0,15.688374519348145,32,-2.515625,-1.9140625
replay,ap,0.95,fixed_fp,153,205,81432,40,0,14.991117477416992,26,-2.15625,-2.484375
replay,lr,0.95,new_fp,153,205,76808,40,0,40.557044982910156,10,-3.5625,-1.015625
replay,lr,0.95,fixed_fp,153,205,82438,40,0,14.297870635986328,79,-2.03125,-2.234375
m500,m1547,0.5,fixed_fn,153,206,69132,2,30550,29.81094741821289,1,9.1875,14.4375
m500,m1547,0.95,new_fp,153,206,78334,40,0,17.093822479248047,76,-3.453125,-0.72265625
m500,m1547,0.95,fixed_fp,153,206,93200,40,0,14.095240592956543,49,-2.03125,-5.09375
m500,b1547,0.5,fixed_fn,153,206,69132,2,30550,29.81094741821289,1,9.1875,7.5
m500,b1547,0.95,new_fp,153,206,76305,40,0,17.990324020385742,7,-3.640625,-0.173828125
m500,b1547,0.95,fixed_fp,153,206,92160,40,0,14.637495994567871,59,-1.8203125,-1.4140625
m500,replay,0.5,new_fn,153,206,69129,2,30551,30.197946548461914,2,11.0,6.0625
m500,replay,0.95,new_fp,153,206,80403,40,0,15.37537670135498,60,-2.40625,-1.6953125
m500,replay,0.95,fixed_fp,153,206,93222,40,0,14.847236633300781,37,-1.953125,-6.34375
m500,ap,0.5,new_fp,153,206,93185,40,0,14.240238189697266,3,0.9453125,10.75
m500,ap,0.95,new_fp,153,206,92142,40,0,16.24273109436035,145,-3.484375,-2.171875
m500,ap,0.95,fixed_fp,153,206,89083,40,0,18.74544906616211,12,-2.171875,-3.53125
m500,lr,0.5,fixed_fn,153,206,69132,2,30550,29.81094741821289,1,9.1875,13.8125
m500,lr,0.95,new_fp,153,206,86031,40,0,20.456899642944336,4,-3.03125,-0.84375
m500,lr,0.95,fixed_fp,153,206,93195,40,0,14.059239387512207,56,-1.2734375,-1.96875
replay,ap,0.5,new_fp,153,206,93185,40,0,14.240238189697266,3,1.7421875,10.75
replay,ap,0.5,fixed_fn,153,206,69129,2,30551,30.197946548461914,2,6.0625,7.5
replay,ap,0.95,new_fp,153,206,93198,40,0,14.072240829467773,127,-4.59375,-0.28515625
replay,ap,0.95,fixed_fp,153,206,80369,40,0,15.373376846313477,17,-1.3671875,-4.375
replay,lr,0.5,fixed_fn,153,206,69129,2,30551,30.197946548461914,3,6.0625,14.8125
replay,lr,0.95,new_fp,153,206,70135,40,0,29.14470672607422,1,-2.921875,1.71875
replay,lr,0.95,fixed_fp,153,206,80402,40,0,15.624377250671387,76,-1.625,-2.484375
m500,m1547,0.5,fixed_fn,153,207,69129,2,30551,29.56794548034668,3,9.0625,13.3125
m500,m1547,0.95,new_fp,153,207,124158,40,0,3.7983691692352295,33,-5.5,-0.953125
m500,m1547,0.95,fixed_fp,153,207,81396,40,0,14.680118560791016,16,-2.0625,-1.7109375
m500,b1547,0.5,fixed_fn,153,207,69129,2,30551,29.56794548034668,3,9.0625,7.0625
m500,b1547,0.95,new_fp,153,207,83733,40,0,3.169869899749756,10,-2.40625,-0.208984375
m500,b1547,0.95,fixed_fp,153,207,80363,40,0,11.887391090393066,28,-1.3984375,-4.625
m500,replay,0.95,new_fp,153,207,70138,40,0,29.443706512451172,11,-3.328125,-2.09375
m500,replay,0.95,fixed_fp,153,207,80363,40,0,11.887391090393066,27,-1.3984375,-3.3125
m500,ap,0.95,new_fp,153,207,80402,40,0,15.397377014160156,20,-3.390625,-2.296875
m500,ap,0.95,fixed_fp,153,207,80363,40,0,11.887391090393066,28,-1.3984375,-3.453125
m500,lr,0.5,fixed_fn,153,207,69129,2,30551,29.56794548034668,3,9.0625,12.3125
m500,lr,0.95,new_fp,153,207,70137,40,0,28.988704681396484,7,-2.546875,0.236328125
m500,lr,0.95,fixed_fp,153,207,84989,40,0,23.789403915405273,12,-1.375,-2.28125
replay,ap,0.95,new_fp,153,207,83952,40,0,24.2126522064209,12,-3.671875,-2.390625
replay,ap,0.95,fixed_fp,153,207,70138,40,0,29.443706512451172,4,-2.09375,-2.625
replay,lr,0.5,fixed_fn,153,207,69129,2,30551,29.56794548034668,3,5.25,12.3125
replay,lr,0.95,new_fp,153,207,78303,40,0,14.559829711914062,16,-3.109375,-0.80859375
replay,lr,0.95,fixed_fp,153,207,86029,40,0,21.73689842224121,5,-2.34375,-4.71875
m500,m1547,0.95,new_fp,153,208,86030,40,0,21.307899475097656,67,-2.84375,6.09375
m500,m1547,0.95,fixed_fp,153,208,97278,40,0,12.36954402923584,31,-1.875,-3.765625
m500,b1547,0.95,new_fp,153,208,88063,40,0,18.831693649291992,38,-2.375,-0.1240234375
m500,b1547,0.95,fixed_fp,153,208,92147,40,0,15.327733993530273,40,-2.125,-0.3203125
m500,replay,0.5,new_fp,153,208,93182,40,0,14.554496765136719,5,1.21875,13.5
m500,replay,0.95,new_fp,153,208,86028,40,0,22.552900314331055,136,-3.171875,1.171875
m500,replay,0.95,fixed_fp,153,208,88064,40,0,18.393447875976562,39,-1.421875,-4.6875
m500,ap,0.5,new_fp,153,208,93177,40,0,14.692495346069336,24,0.703125,20.0
m500,ap,0.95,new_fp,153,208,88101,40,0,20.020442962646484,168,-4.84375,-0.98046875
m500,ap,0.95,fixed_fp,153,208,88065,40,0,18.374446868896484,34,-1.71875,-5.71875
m500,lr,0.95,new_fp,153,208,86028,40,0,22.552900314331055,9,-3.171875,-0.4609375
m500,lr,0.95,fixed_fp,153,208,92149,40,0,15.25173282623291,52,-2.125,-2.484375
replay,ap,0.5,new_fp,153,208,92155,40,0,15.230733871459961,19,1.6953125,7.375
replay,ap,0.95,new_fp,153,208,91122,40,0,16.012937545776367,66,-3.953125,-1.75
replay,ap,0.95,fixed_fp,153,208,84508,40,0,12.758430480957031,29,-1.828125,-2.4375
replay,lr,0.5,fixed_fp,153,208,93182,40,0,14.554496765136719,5,13.5,2.046875
replay,lr,0.95,new_fp,153,208,70138,40,0,29.7307071685791,5,-2.890625,0.435546875
replay,lr,0.95,fixed_fp,153,208,86543,40,0,11.909929275512695,145,-1.6484375,-2.890625
m500,m1547,0.95,new_fp,153,209,86033,40,0,21.594900131225586,73,-4.0625,0.392578125
m500,m1547,0.95,fixed_fp,153,209,113111,40,0,5.931818962097168,17,-1.8046875,-2.59375
m500,b1547,0.5,new_fp,153,209,89086,40,0,17.162450790405273,1,-0.73828125,6.78125
m500,b1547,0.95,new_fp,153,209,89082,40,0,17.34844970703125,23,-3.328125,2.3125
m500,b1547,0.95,fixed_fp,153,209,101373,40,0,10.56960391998291,25,-1.515625,-1.171875
m500,replay,0.95,new_fp,153,209,86034,40,0,21.561901092529297,57,-4.21875,-2.109375
m500,replay,0.95,fixed_fp,153,209,101374,40,0,10.569602966308594,21,-1.5546875,-6.09375
m500,ap,0.5,new_fp,153,209,89087,40,0,17.125452041625977,2,-0.412109375,7.5625
m500,ap,0.95,new_fp,153,209,89082,40,0,17.34844970703125,72,-3.328125,0.388671875
m500,ap,0.95,fixed_fp,153,209,87520,40,0,10.705724716186523,20,-2.21875,-3.53125
m500,lr,0.95,new_fp,153,209,75767,40,0,49.752540588378906,7,-2.515625,-1.0703125
m500,lr,0.95,fixed_fp,153,209,101374,40,0,10.569602966308594,24,-1.5546875,-4.59375
replay,ap,0.5,new_fp,153,209,89087,40,0,17.125452041625977,2,5.15625,7.5625
replay,ap,0.95,new_fp,153,209,105575,40,0,10.341386795043945,27,-2.84375,-1.390625
replay,ap,0.95,fixed_fp,153,209,82964,40,0,26.673648834228516,11,-2.421875,-3.140625
replay,lr,0.95,new_fp,153,209,71168,40,0,28.710512161254883,2,-3.15625,-0.8203125
replay,lr,0.95,fixed_fp,153,209,86034,40,0,21.561901092529297,55,-2.109375,-5.84375
m500,m1547,0.95,new_fp,153,210,87570,40,0,11.815717697143555,34,-3.484375,-1.3359375
m500,m1547,0.95,fixed_fp,153,210,113660,40,0,7.667786598205566,7,-2.03125,-4.40625
m500,b1547,0.95,new_fp,153,210,70114,40,0,40.01469802856445,5,-2.703125,0.8984375
m500,b1547,0.95,fixed_fp,153,210,103505,40,0,10.569875717163086,14,-2.171875,-1.6875
m500,replay,0.95,new_fp,153,210,87569,40,0,11.864717483520508,114,-3.59375,-1.203125
m500,replay,0.95,fixed_fp,153,210,113660,40,0,7.667786598205566,7,-2.03125,-4.96875
m500,ap,0.95,new_fp,153,210,83999,40,0,22.819406509399414,31,-3.75,-1.7421875
m500,ap,0.95,fixed_fp,153,210,113661,40,0,7.640786170959473,7,-2.1875,-4.03125
m500,lr,0.95,new_fp,153,210,71165,40,0,29.446508407592773,6,-2.375,-1.296875
m500,lr,0.95,fixed_fp,153,210,113660,40,0,7.667786598205566,9,-2.03125,-2.984375
replay,ap,0.95,new_fp,153,210,84000,40,0,22.814401626586914,16,-2.71875,-1.75
replay,ap,0.95,fixed_fp,153,210,87574,40,0,11.712718963623047,99,-1.15625,-4.46875
replay,lr,0.95,fixed_fp,153,210,87573,40,0,11.73871898651123,110,-1.1875,-4.34375
m500,m1547,0.95,new_fp,153,211,83998,40,0,22.854402542114258,42,-3.328125,0.453125
m500,m1547,0.95,fixed_fp,153,211,122899,40,0,6.446491241455078,20,-2.046875,-3.421875
m500,b1547,0.95,new_fp,153,211,94171,40,0,11.975250244140625,24,-5.625,0.388671875
m500,b1547,0.95,fixed_fp,153,211,114807,40,0,7.919290065765381,26,-1.84375,-0.70703125
m500,replay,0.95,new_fp,153,211,87571,40,0,12.117716789245605,67,-4.03125,-1.984375
m500,replay,0.95,fixed_fp,153,211,122898,40,0,6.45449161529541,21,-1.3046875,-3.46875
m500,ap,0.95,new_fp,153,211,85544,40,0,12.817160606384277,53,-3.46875,-2.34375
m500,ap,0.95,fixed_fp,153,211,122899,40,0,6.446491241455078,19,-2.046875,-4.59375
m500,lr,0.95,fixed_fp,153,211,103498,40,0,12.118865013122559,27,-2.203125,-2.359375
replay,ap,0.95,new_fp,153,211,80896,40,0,25.283096313476562,20,-4.4375,-2.375
replay,ap,0.95,fixed_fp,153,211,87577,40,0,11.962717056274414,32,-1.6484375,-2.5
replay,lr,0.95,new_fp,153,211,75798,40,0,37.91330337524414,1,-3.0,-0.75
replay,lr,0.95,fixed_fp,153,211,87579,40,0,11.931718826293945,74,-1.625,-3.046875
m500,m1547,0.95,new_fp,153,212,76299,40,0,21.639314651489258,11,-2.84375,0.75
m500,m1547,0.95,fixed_fp,153,212,97293,40,0,11.347297668457031,27,-2.21875,-6.6875
m500,b1547,0.95,new_fp,153,212,127341,40,0,5.3136138916015625,29,-2.25,0.87109375
m500,b1547,0.95,fixed_fp,153,212,97286,40,0,11.310297966003418,25,-2.140625,-6.0
m500,replay,0.95,new_fp,153,212,76299,40,0,21.639314651489258,5,-2.84375,-1.875
m500,replay,0.95,fixed_fp,153,212,97294,40,0,11.344298362731934,28,-2.0625,-7.40625
m500,ap,0.95,new_fp,153,212,79854,40,0,27.520612716674805,9,-3.203125,-0.2294921875
m500,ap,0.95,fixed_fp,153,212,97293,40,0,11.347297668457031,31,-2.21875,-7.4375
m500,lr,0.95,new_fp,153,212,76299,40,0,21.639314651489258,1,-2.84375,-0.427734375
m500,lr,0.95,fixed_fp,153,212,97294,40,0,11.344298362731934,32,-2.0625,-5.28125
replay,ap,0.95,new_fp,153,212,79855,40,0,27.723608016967773,8,-3.828125,-0.318359375
replay,ap,0.95,fixed_fp,153,212,73220,40,0,26.889001846313477,7,-2.453125,-2.625
replay,lr,0.95,fixed_fp,153,212,94742,40,0,9.749011993408203,8,-1.7734375,-1.8203125
m500,m1547,0.95,new_fp,153,213,75767,40,0,47.15554428100586,5,-2.59375,-1.25
m500,m1547,0.95,fixed_fp,153,213,98302,40,0,11.718295097351074,29,-1.8984375,-2.96875
m500,b1547,0.95,new_fp,153,213,97279,40,0,11.91254711151123,2,-2.515625,-0.1904296875
m500,b1547,0.95,fixed_fp,153,213,97362,40,0,13.427286148071289,32,-1.6640625,-1.6328125
m500,replay,0.95,new_fp,153,213,97363,40,0,12.058294296264648,6,-2.34375,-2.46875
m500,replay,0.95,fixed_fp,153,213,98303,40,0,11.684296607971191,25,-1.75,-2.828125
m500,ap,0.95,new_fp,153,213,73236,40,0,26.298002243041992,11,-3.09375,-1.6484375
m500,ap,0.95,fixed_fp,153,213,98303,40,0,11.684296607971191,28,-1.75,-3.25
m500,lr,0.95,fixed_fp,153,213,98305,40,0,11.151044845581055,28,-2.109375,-5.15625
replay,ap,0.95,new_fp,153,213,76789,40,0,26.160310745239258,8,-3.734375,-1.7109375
replay,ap,0.95,fixed_fp,153,213,97284,40,0,11.362298011779785,6,-1.2578125,-2.5625
replay,lr,0.95,fixed_fp,153,213,98304,40,0,11.138043403625488,9,-1.7421875,-2.6875
m500,m1547,0.95,new_fp,153,214,79857,40,0,28.878610610961914,15,-4.53125,-0.921875
m500,m1547,0.95,fixed_fp,153,214,101377,40,0,10.193338394165039,11,-1.046875,-5.5
m500,b1547,0.95,new_fp,153,214,82963,40,0,24.73965072631836,6,-2.9375,0.6171875
m500,b1547,0.95,fixed_fp,153,214,101377,40,0,10.193338394165039,12,-1.046875,-5.6875
m500,replay,0.95,new_fp,153,214,82964,40,0,24.615652084350586,5,-2.765625,-1.6484375
m500,replay,0.95,fixed_fp,153,214,101376,40,0,10.219338417053223,14,-0.89453125,-5.9375
m500,ap,0.5,fixed_fn,153,214,72195,2,30550,25.005281448364258,3,6.15625,7.1875
m500,ap,0.95,new_fp,153,214,82964,40,0,24.615652084350586,10,-2.765625,0.69921875
m500,ap,0.95,fixed_fp,153,214,101377,40,0,10.193338394165039,12,-1.046875,-5.84375
m500,lr,0.95,new_fp,153,214,82963,40,0,24.73965072631836,3,-2.9375,-0.271484375
m500,lr,0.95,fixed_fp,153,214,101377,40,0,10.193338394165039,12,-1.046875,-3.640625
replay,ap,0.5,fixed_fn,153,214,72195,2,30550,25.005281448364258,3,2.671875,7.1875
replay,ap,0.95,new_fp,153,214,79858,40,0,29.041610717773438,7,-3.78125,-1.5546875
replay,lr,0.95,new_fp,153,214,76297,40,0,20.637319564819336,3,-4.0,-1.2109375
replay,lr,0.95,fixed_fp,153,214,82965,40,0,24.565650939941406,3,-2.390625,-3.328125
m500,m1547,0.95,new_fp,153,215,90581,40,0,11.480958938598633,24,-2.859375,-1.359375
m500,m1547,0.95,fixed_fp,153,215,100352,40,0,10.511603355407715,12,-1.796875,-5.90625
m500,b1547,0.95,new_fp,153,215,90581,40,0,11.480958938598633,5,-2.859375,-0.1630859375
m500,b1547,0.95,fixed_fp,153,215,98356,40,0,12.9700345993042,20,-1.234375,-0.255859375
m500,replay,0.95,new_fp,153,215,90582,40,0,11.433959007263184,19,-2.671875,-1.3359375
m500,replay,0.95,fixed_fp,153,215,99192,40,0,3.744191884994507,14,-2.21875,-5.1875
m500,ap,0.95,new_fp,153,215,82964,40,0,25.21364974975586,33,-3.546875,2.109375
m500,ap,0.95,fixed_fp,153,215,99192,40,0,3.744191884994507,13,-2.21875,-5.3125
m500,lr,0.95,new_fp,153,215,130134,40,0,6.193935394287109,2,-2.3125,-1.3125
m500,lr,0.95,fixed_fp,153,215,98355,40,0,12.940033912658691,19,-1.9140625,-1.34375
replay,ap,0.95,new_fp,153,215,78864,40,0,35.048606872558594,22,-3.625,-0.19921875
replay,ap,0.95,fixed_fp,153,215,90583,40,0,11.41795825958252,7,-1.3125,-4.28125
replay,lr,0.95,new_fp,153,215,73232,40,0,25.186002731323242,3,-2.578125,0.79296875
replay,lr,0.95,fixed_fp,153,215,94672,40,0,10.174009323120117,25,-1.7890625,-3.59375
m500,m1547,0.95,new_fp,153,216,74228,40,0,22.818761825561523,15,-2.5,-1.3515625
m500,m1547,0.95,fixed_fp,153,216,105496,40,0,9.448393821716309,37,-0.90625,-1.953125
m500,b1547,0.5,new_fp,153,216,73228,40,0,23.942005157470703,1,9.8125,7.34375
m500,b1547,0.5,fixed_fp,153,216,105473,40,0,9.279396057128906,3,11.6875,-1.46875
m500,b1547,0.95,new_fp,153,216,74229,40,0,22.72176170349121,20,-2.796875,0.3203125
m500,b1547,0.95,fixed_fp,153,216,105491,40,0,9.394394874572754,81,-0.60546875,-4.96875
m500,replay,0.5,new_fp,153,216,105476,40,0,9.257396697998047,5,7.125,15.6875
m500,replay,0.5,fixed_fp,153,216,73225,40,0,24.289005279541016,3,11.125,4.75
m500,replay,0.5,new_fn,153,216,72195,2,30551,24.286285400390625,7,10.625,4.9375
m500,replay,0.95,new_fp,153,216,106487,40,0,9.459394454956055,32,-4.375,-1.5234375
m500,replay,0.95,fixed_fp,153,216,105494,40,0,9.423395156860352,36,-1.3828125,-2.609375
m500,ap,0.5,new_fp,153,216,105476,40,0,9.257396697998047,9,7.125,19.25
m500,ap,0.5,new_fn,153,216,72197,2,30550,24.117284774780273,1,10.3125,6.5625
m500,ap,0.95,new_fp,153,216,105465,40,0,9.62265396118164,48,-3.015625,-1.6484375
m500,ap,0.95,fixed_fp,153,216,105523,40,0,10.050389289855957,31,-2.140625,-7.53125
m500,lr,0.5,new_fp,153,216,105476,40,0,9.257396697998047,2,7.125,14.375
m500,lr,0.5,new_fn,153,216,73227,2,30550,23.920007705688477,2,10.6875,10.75
m500,lr,0.95,new_fp,153,216,70134,40,0,35.458702087402344,1,-2.515625,-1.3203125
m500,lr,0.95,fixed_fp,153,216,105496,40,0,9.448393821716309,44,-0.90625,-1.7265625
replay,ap,0.5,new_fp,153,216,73228,40,0,23.942005157470703,7,4.3125,7.03125
replay,ap,0.5,fixed_fn,153,216,72195,2,30551,24.286285400390625,6,4.9375,7.375
replay,ap,0.95,new_fp,153,216,105465,40,0,9.62265396118164,24,-2.625,-1.6484375
replay,ap,0.95,fixed_fp,153,216,87071,40,0,20.266687393188477,3,-2.296875,-2.734375
replay,lr,0.5,new_fp,153,216,73225,40,0,24.289005279541016,3,4.75,11.875
replay,lr,0.5,fixed_fp,153,216,106495,40,0,9.398394584655762,3,6.78125,10.3125
replay,lr,0.5,fixed_fn,153,216,72194,2,30551,24.44228172302246,5,5.0,12.6875
replay,lr,0.95,new_fp,153,216,74237,40,0,23.04876136779785,1,-2.546875,-1.28125
replay,lr,0.95,fixed_fp,153,216,105497,40,0,9.46839427947998,40,-2.25,-1.984375
m500,m1547,0.5,new_fn,153,217,73224,2,30551,23.72800636291504,3,10.25,11.6875
m500,m1547,0.95,new_fp,153,217,78860,40,0,36.608604431152344,5,-3.3125,-0.6015625
m500,m1547,0.95,fixed_fp,153,217,74238,40,0,22.81776237487793,2,-1.84375,-2.1875
m500,b1547,0.5,new_fn,153,217,72194,2,30551,23.894285202026367,5,10.5,6.28125
m500,b1547,0.95,new_fp,153,217,73238,40,0,24.164005279541016,4,-2.5625,0.1357421875
m500,b1547,0.95,fixed_fp,153,217,94255,40,0,13.970985412597656,3,-2.21875,-2.265625
m500,replay,0.5,new_fn,153,217,72194,2,30551,23.894285202026367,5,10.5,3.84375
m500,replay,0.95,new_fp,153,217,73230,40,0,24.337003707885742,2,-2.328125,-2.171875
m500,replay,0.95,fixed_fp,153,217,95286,40,0,15.716771125793457,4,-1.390625,-2.65625
m500,ap,0.5,new_fn,153,217,72194,2,30551,23.894285202026367,5,10.5,4.40625
m500,ap,0.95,new_fp,153,217,78860,40,0,36.608604431152344,5,-3.3125,-1.765625
m500,ap,0.95,fixed_fp,153,217,74238,40,0,22.81776237487793,1,-1.84375,-3.078125
m500,lr,0.5,new_fn,153,217,73224,2,30551,23.72800636291504,3,10.25,10.3125
m500,lr,0.95,new_fp,153,217,73230,40,0,24.337003707885742,2,-2.328125,-1.125
m500,lr,0.95,fixed_fp,153,217,94255,40,0,13.970985412597656,2,-2.21875,-2.0625
replay,ap,0.95,new_fp,153,217,94255,40,0,13.970985412597656,8,-3.375,-2.390625
replay,ap,0.95,fixed_fp,153,217,73230,40,0,24.337003707885742,2,-2.171875,-4.6875
replay,lr,0.5,fixed_fn,153,217,72193,2,30551,23.817283630371094,2,4.25,11.625
replay,lr,0.95,new_fp,153,217,95286,40,0,15.716771125793457,3,-2.65625,-0.28515625
replay,lr,0.95,fixed_fp,153,217,74207,40,0,25.76675796508789,1,-2.203125,-2.328125
m500,m1547,0.95,new_fp,153,218,80927,40,0,32.245086669921875,9,-3.1875,-0.63671875
m500,m1547,0.95,fixed_fp,153,218,116817,40,0,7.3178534507751465,2,-1.875,-1.9921875
m500,b1547,0.5,fixed_fn,153,218,73225,2,30551,23.163007736206055,8,7.40625,7.25
m500,b1547,0.95,new_fp,153,218,74236,40,0,23.037761688232422,7,-2.390625,1.4765625
m500,b1547,0.95,fixed_fp,153,218,100830,40,0,8.11662769317627,5,-2.15625,-3.90625
m500,replay,0.95,new_fp,153,218,80927,40,0,32.245086669921875,5,-3.1875,-2.171875
m500,replay,0.95,fixed_fp,153,218,99798,40,0,8.16185474395752,7,-2.1875,-3.75
m500,ap,0.95,new_fp,153,218,80892,40,0,29.93035125732422,9,-2.40625,-2.015625
m500,ap,0.95,fixed_fp,153,218,99798,40,0,8.16185474395752,6,-2.1875,-2.671875
m500,lr,0.95,new_fp,153,218,79860,40,0,31.79360580444336,6,-2.296875,-0.431640625
m500,lr,0.95,fixed_fp,153,218,99798,40,0,8.16185474395752,7,-2.1875,-3.21875
replay,ap,0.95,new_fp,153,218,80893,40,0,31.761350631713867,6,-2.953125,-1.890625
replay,ap,0.95,fixed_fp,153,218,93252,40,0,14.741236686706543,1,-2.421875,-2.859375
replay,lr,0.95,new_fp,153,218,80892,40,0,29.93035125732422,4,-2.90625,-0.38671875
replay,lr,0.95,fixed_fp,153,218,80928,40,0,32.190086364746094,3,-2.265625,-3.015625
m500,m1547,0.5,fixed_fn,153,219,73224,2,30551,22.623008728027344,3,10.0,13.625
m500,m1547,0.95,new_fp,153,219,76797,40,0,43.52530288696289,16,-2.609375,-0.0693359375
m500,m1547,0.95,fixed_fp,153,219,74239,40,0,22.286760330200195,5,-2.1875,-2.78125
m500,b1547,0.5,fixed_fn,153,219,73227,2,30551,22.725008010864258,7,8.5,7.15625
m500,b1547,0.95,new_fp,153,219,79364,40,0,16.631629943847656,8,-2.734375,0.345703125
m500,b1547,0.95,fixed_fp,153,219,91186,40,0,15.343733787536621,15,-1.5625,-1.203125
m500,replay,0.95,new_fp,153,219,71148,40,0,37.11150360107422,9,-6.0,-1.8203125
m500,replay,0.95,fixed_fp,153,219,78334,40,0,17.681821823120117,8,3.1875,-2.5
m500,ap,0.95,new_fp,153,219,79858,40,0,31.702608108520508,14,-3.671875,-1.859375
m500,ap,0.95,fixed_fp,153,219,75272,40,0,20.7885684967041,7,-1.8203125,-3.421875
m500,lr,0.95,new_fp,153,219,74237,40,0,22.674760818481445,11,-2.28125,-0.94140625
m500,lr,0.95,fixed_fp,153,219,80895,40,0,32.278350830078125,5,-1.9140625,-1.921875
replay,ap,0.95,new_fp,153,219,79859,40,0,32.14460372924805,7,-4.28125,-1.5390625
replay,ap,0.95,fixed_fp,153,219,71148,40,0,37.11150360107422,1,-1.8203125,-2.484375
replay,lr,0.95,new_fp,153,219,74239,40,0,22.286760330200195,8,-4.0625,-1.28125
replay,lr,0.95,fixed_fp,153,219,71148,40,0,37.11150360107422,3,-1.8203125,-1.5390625
m500,m1547,0.5,new_fn,153,220,73230,2,30550,21.788007736206055,1,10.4375,11.9375
m500,m1547,0.95,new_fp,153,220,75269,40,0,20.897565841674805,7,-2.8125,-1.4140625
m500,m1547,0.95,fixed_fp,153,220,103889,40,0,7.248911380767822,19,-2.140625,-1.65625
m500,b1547,0.5,fixed_fp,153,220,74226,40,0,22.07176399230957,4,11.0625,6.53125
m500,b1547,0.5,new_fn,153,220,73226,2,30551,22.095006942749023,2,11.375,6.6875
m500,b1547,0.95,new_fp,153,220,75269,40,0,20.897565841674805,14,-2.8125,0.294921875
m500,b1547,0.95,fixed_fp,153,220,103889,40,0,7.248911380767822,19,-2.140625,-4.59375
m500,replay,0.5,fixed_fp,153,220,74227,40,0,22.17276382446289,2,10.8125,5.65625
m500,replay,0.5,new_fn,153,220,73228,2,30551,22.183006286621094,5,11.375,5.5625
m500,replay,0.95,new_fp,153,220,74241,40,0,21.581764221191406,3,-2.296875,-1.9296875
m500,replay,0.95,fixed_fp,153,220,103889,40,0,7.248911380767822,20,-2.140625,-3.8125
m500,ap,0.5,fixed_fp,153,220,74226,40,0,22.07176399230957,4,11.0625,6.3125
m500,ap,0.5,new_fn,153,220,73227,2,30551,22.180007934570312,7,11.75,6.6875
m500,ap,0.95,new_fp,153,220,93249,40,0,17.286230087280273,12,-2.671875,-1.8203125
m500,ap,0.95,fixed_fp,153,220,89569,40,0,12.488204956054688,22,-2.015625,-6.09375
m500,lr,0.5,fixed_fp,153,220,74227,40,0,22.17276382446289,2,10.8125,11.0
m500,lr,0.5,new_fn,153,220,73230,2,30550,21.788007736206055,2,10.4375,10.8125
m500,lr,0.95,new_fp,153,220,74241,40,0,21.581764221191406,3,-2.296875,-0.84765625
m500,lr,0.95,fixed_fp,153,220,103889,40,0,7.248911380767822,20,-2.140625,-2.859375
replay,ap,0.5,fixed_fp,153,220,74226,40,0,22.07176399230957,2,6.3125,6.3125
replay,ap,0.5,new_fn,153,220,73227,2,30551,22.180007934570312,2,6.53125,6.6875
replay,ap,0.95,new_fp,153,220,121897,40,0,6.862722396850586,9,-4.25,-2.265625
replay,ap,0.95,fixed_fp,153,220,74222,40,0,22.630762100219727,2,-1.859375,-3.046875
replay,lr,0.5,fixed_fn,153,220,73228,2,30551,22.183006286621094,3,5.5625,11.75
replay,lr,0.95,new_fp,153,220,79364,40,0,16.47663116455078,2,-4.1875,-1.0
replay,lr,0.95,fixed_fp,153,220,92217,40,0,15.723492622375488,2,-1.5078125,-1.859375
m500,m1547,0.95,new_fp,153,221,81931,40,0,29.2408447265625,14,-4.1875,-1.078125
m500,m1547,0.95,fixed_fp,153,221,128079,40,0,6.804375171661377,16,-1.1484375,-1.7109375
m500,b1547,0.95,new_fp,153,221,74239,40,0,21.888763427734375,6,-2.65625,0.35546875
m500,b1547,0.95,fixed_fp,153,221,128076,40,0,6.731377124786377,25,-0.92578125,-3.125
m500,replay,0.95,new_fp,153,221,122462,40,0,5.241761207580566,27,-3.140625,-2.3125
m500,replay,0.95,fixed_fp,153,221,129101,40,0,6.48214864730835,18,-2.046875,-3.828125
m500,ap,0.95,new_fp,153,221,92216,40,0,16.226491928100586,28,-2.65625,0.35546875
m500,ap,0.95,fixed_fp,153,221,128078,40,0,6.787375450134277,21,-1.4609375,-3.71875
m500,lr,0.95,new_fp,153,221,123462,40,0,5.194523811340332,13,-3.0625,-1.1953125
m500,lr,0.95,fixed_fp,153,221,128079,40,0,6.804375171661377,19,-1.1484375,-2.703125
replay,ap,0.95,new_fp,153,221,93247,40,0,16.388233184814453,18,-3.0,0.34375
replay,ap,0.95,fixed_fp,153,221,124493,40,0,5.134309768676758,20,-2.0625,-4.34375
replay,lr,0.95,new_fp,153,221,74242,40,0,21.138763427734375,6,-2.5625,-1.3046875
replay,lr,0.95,fixed_fp,153,221,113664,40,0,7.864534854888916,21,-1.796875,-2.015625
m500,m1547,0.95,new_fp,153,222,76811,40,0,45.42203903198242,6,-3.140625,-1.1484375
m500,m1547,0.95,fixed_fp,153,222,113252,50,0,3.085951805114746,55,-2.125,-2.8125
m500,b1547,0.95,new_fp,153,222,97284,40,0,12.484291076660156,21,-2.609375,1.6484375
m500,b1547,0.95,fixed_fp,153,222,113671,40,0,7.861535549163818,48,-1.84375,-0.92578125
m500,replay,0.95,new_fp,153,222,70118,40,0,39.7626953125,4,-3.890625,-2.1875
